※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2020/1/1,0時,89380.5,7363,253,5422.2,72145.5,1637.1,2046.7,0,0,0,514
2020/1/1,1時,87260.4,7365,254,5455.2,70099.4,1628.1,2008.7,0,0,0,452
2020/1/1,2時,87084.1,7364,253,5477.2,69784.9,1631.1,1988.9,0,0,0,589
2020/1/1,3時,86382.7,7365,252,5787.2,68576.6,1629.1,2038.8,0,0,0,732
2020/1/1,4時,84756,7363,250,5598.2,67606.4,1631.1,2029.3,0,0,0,279
2020/1/1,5時,82507,7367,248,5520.2,66554.9,1624.1,1961.8,0,0,0,-770
2020/1/1,6時,82169.4,7364,252,5401.2,66736,1625.1,1887.1,0,0,0,-1097
2020/1/1,7時,84958.9,7364,252,5245.2,66984.1,1629.1,1767.3,0,1628.2,0,87
2020/1/1,8時,89081.1,7366,253,4982.2,63010.5,1643.4,1603.5,22,9889.5,153,327
2020/1/1,9時,86888.7,7366,251,4602.2,56052.9,1664.4,1690.8,31,18068.4,356,-2808
2020/1/1,10時,82679.3,7366,252,4385.2,52068.8,1615.4,1769.7,30,23590.2,526,-8371
2020/1/1,11時,79299.5,7366,249,4265.2,51562.4,1616.4,1836.1,37,25430.4,883,-13030
2020/1/1,12時,77743.6,7367,253,4224.2,51522.7,1618.4,1891,43,24948.3,1346,-14083
2020/1/1,13時,75701.2,7368,254,4292.2,52317.5,1612.4,1905.1,50,21299,1331,-13349
2020/1/1,14時,74804.6,7367,254,4463.2,53125.5,1606.4,1927.5,49,16237,717,-10182
2020/1/1,15時,76673.3,7365,252,4896.2,56629.3,1630.4,1888.9,40,8549.5,337,-4538
2020/1/1,16時,82073,7357,253,5612.2,63043.4,1653.4,1856.2,0,1724.8,0,582
2020/1/1,17時,90745.4,7358,252,6579.2,68580.7,1642.4,1913.5,0,25.6,0,4385
2020/1/1,18時,93242.9,7359,253,7229.2,70580.9,1634.4,1931.4,0,0,0,4263
2020/1/1,19時,93248,7365,253,6907.2,71592.4,1633.4,1904,0,0,0,3598
2020/1/1,20時,93070.6,7366,253,6332.2,73166.9,1634.1,1892.4,0,0,0,2421
2020/1/1,21時,91971.1,7365,250,5508.2,73927.1,1631.1,1893.7,0,0,0,1401
2020/1/1,22時,88545.1,7367,252,4941.2,71801.3,1619.1,1894.5,0,0,0,679
2020/1/1,23時,86628.4,7367,253,4636.2,70392.1,1618.1,1876,0,0,0,489
2020/1/2,0時,82244,7365,251,4287.2,66515.4,1618.1,1875.3,0,0,0,328
2020/1/2,1時,80862.4,7367,251,4352.2,64971.8,1619.1,1880.3,0,0,0,426
2020/1/2,2時,82101.6,7363,251,4698.2,65472.6,1617.1,1866.7,0,0,0,834
2020/1/2,3時,82669.8,7366,250,4728.2,65399.5,1613.1,1875,0,0,0,1435
2020/1/2,4時,82003.5,7366,252,4750.2,65174.3,1618.1,1832.9,0,0,0,1008
2020/1/2,5時,80900.4,7366,249,4721.2,65138.4,1618.1,1770.7,0,0,0,32
2020/1/2,6時,82005.9,7365,253,4837.2,66326.9,1612.1,1736.7,0,0,0,-125
2020/1/2,7時,85745.8,7365,254,4958.2,67248.1,1612.1,1737.5,0,1603.9,0,966
2020/1/2,8時,90214.8,7366,251,4861.2,63651.8,1622.4,1654.4,0,9784,106,1021
2020/1/2,9時,88875.5,7367,251,4614.2,56304.5,1649.4,1631.1,0,18143.3,251,-1084
2020/1/2,10時,85380.2,7366,249,4282.2,52035.9,1619.4,1699.7,0,24166,374,-6043
2020/1/2,11時,82694.4,7366,250,4037.2,51041.7,1591.4,1744.9,0,26683.2,737,-10015
2020/1/2,12時,80811.9,7366,252,3999.2,51059.5,1588.4,1752.2,0,25497.6,1165,-10697
2020/1/2,13時,77997.3,7365,252,4042.2,52019.2,1585.4,1719,0,21729.5,1158,-10717
2020/1/2,14時,76985,7366,254,4300.2,53684.6,1587.4,1711,0,16505.8,694,-8423
2020/1/2,15時,78506.1,7366,252,4567.2,58140.1,1630.4,1601.3,0,8541.1,245,-3593
2020/1/2,16時,83935.9,7366,252,5633.2,65217,1633.4,1562.4,0,1650.9,0,620
2020/1/2,17時,92523.2,7358,253,6500.2,71390.9,1625.4,1529.9,0,30.8,0,3839
2020/1/2,18時,94905.2,7356,253,7003.2,73011,1614.4,1495.6,0,0,0,4165
2020/1/2,19時,94618.9,7356,254,6769.2,73361.7,1610.4,1530.6,0,0,0,3738
2020/1/2,20時,93761.4,7367,254,6109.2,74183.3,1609.1,1524.8,0,0,0,2715
2020/1/2,21時,91792.9,7367,254,5565.2,74263.8,1609.1,1589.8,0,0,0,1145
2020/1/2,22時,87843.2,7366,251,5061.2,71547.2,1614.1,1556.7,0,0,0,438
2020/1/2,23時,85561.4,7367,248,4520.2,69865.7,1616.1,1535.4,0,0,0,410
2020/1/3,0時,80986.2,7365,253,4240.2,65586.7,1631.1,1531.2,0,0,0,377
2020/1/3,1時,79719.3,7366,254,4228.2,64116.5,1634.1,1524.5,0,0,0,593
2020/1/3,2時,81086.4,7366,255,4331.2,64597.7,1635.1,1477.4,0,0,0,1422
2020/1/3,3時,82021.7,7365,252,4533.2,64867,1632.1,1471.4,0,0,0,1907
2020/1/3,4時,81493.2,7365,250,4613.2,64508.7,1632.1,1469.2,0,0,0,1657
2020/1/3,5時,80396.3,7367,254,4596.2,64595,1629.1,1464,0,0,0,497
2020/1/3,6時,81177.6,7368,254,4535.2,65712.4,1626.1,1421.9,0,0,0,261
2020/1/3,7時,84757.5,7368,253,4700.2,67084.5,1628.1,1373.6,0,1455.1,0,894
2020/1/3,8時,90064,7368,254,4885.2,64487,1631.4,1312.5,0,8371.9,0,1755
2020/1/3,9時,90016.1,7366,251,4550.2,58361.5,1663.4,1348.7,0,15850.3,0,621
2020/1/3,10時,86880.7,7366,251,4161.2,52741.1,1640.4,1483.5,0,22066.5,0,-2827
2020/1/3,11時,83886,7368,251,3911.2,51119.3,1606.4,1607.5,0,24687.6,0,-6671
2020/1/3,12時,81858.4,7366,251,3839.2,51030,1611.4,1621.2,0,24184.6,0,-8038
2020/1/3,13時,80271.4,7369,254,3981.2,51720.9,1604.4,1645.1,0,21819.8,0,-8120
2020/1/3,14時,79457.4,7364,251,4217.2,54526.8,1606.4,1722,0,16415,0,-6646
2020/1/3,15時,80431.9,7368,250,4615.2,59973.4,1641.4,1799.1,0,8050.8,0,-3269
2020/1/3,16時,85564.3,7360,252,5662.2,66726.5,1628.4,1821,0,1553.2,0,561
2020/1/3,17時,94251.9,7362,252,6530.2,73968.2,1620.4,1827,0,40.1,0,2656
2020/1/3,18時,96843.2,7364,253,6945.2,76444.5,1624.4,1804.1,0,1,0,2413
2020/1/3,19時,96573.4,7364,255,6605.2,76535.4,1626.4,1830.4,0,0,0,2353
2020/1/3,20時,95493.7,7370,254,5872.2,76237.8,1626.1,1813.6,0,0,0,2329
2020/1/3,21時,93146.5,7369,250,5272.2,75485.6,1622.1,1743.6,0,0,0,1398
2020/1/3,22時,88686.6,7369,254,4692.2,72605.7,1620.1,1769.6,0,0,0,376
2020/1/3,23時,86015.4,7369,247,4246.2,70532.8,1622.1,1799.3,0,0,0,199
2020/1/4,0時,81586.9,7372,251,3949.2,67044.3,1616.1,1790.3,0,0,0,-437
2020/1/4,1時,80399.4,7367,251,3949.2,66004.5,1618.1,1743.6,0,0,0,-531
2020/1/4,2時,81902.4,7367,250,4167.2,67103.5,1617.1,1691.6,0,0,0,-296
2020/1/4,3時,82775.3,7368,249,4469.2,67382.2,1619.1,1696.8,0,0,0,-14
2020/1/4,4時,82408,7366,251,4728.2,66833.8,1626.1,1648.9,0,0,0,-42
2020/1/4,5時,81802.3,7368,250,4613.2,66711.5,1615.1,1626.5,0,0,0,-379
2020/1/4,6時,83754.8,7366,251,4477.2,68832.1,1614.1,1600.4,0,0,0,-382
2020/1/4,7時,88448.3,7368,252,4593.2,70729.8,1619.1,1541.4,0,1450.8,0,899
2020/1/4,8時,95346.5,7367,252,5212.2,69091.9,1637.4,1484.2,0,9018.8,156,1284
2020/1/4,9時,96295.1,7372,251,4898.2,63793.3,1640.4,1412.2,0,17346,403,-419
2020/1/4,10時,92990.1,7367,250,4223.2,56657.1,1615.4,1410.7,0,23566.7,626,-2097
2020/1/4,11時,90487.7,7368,250,4165.2,54985.8,1608.4,1513.2,0,26679.1,771,-6082
2020/1/4,12時,88334.3,7368,253,4024.2,55357.3,1597.4,1615.5,0,25637.9,829,-7520
2020/1/4,13時,86774.9,7368,253,4116.2,56530,1595.4,1585.8,0,21583.5,781,-6254
2020/1/4,14時,86491,7370,252,4364.2,60003.1,1597.4,1570.9,0,14950.4,622,-3614
2020/1/4,15時,88141,7369,251,4808.2,66376.4,1621.4,1465.6,0,7437.4,408,-1179
2020/1/4,16時,93712.7,7368,250,5725.2,75927,1632.4,1395.7,0,1732.4,0,-311
2020/1/4,17時,101658.3,7362,252,7174.2,81818.5,1644.4,1333.1,0,35.1,0,2035
