※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2020/3/1,0時,86133.3,7387,214,5993.2,69776.2,1728.5,1223.4,0,0,0,-195
2020/3/1,1時,85048.8,7385,212,6012.2,68820,1728.5,1246.1,0,0,0,-357
2020/3/1,2時,87014.3,7382,213,6212.2,70178.8,1731.5,1221.8,0,0,0,75
2020/3/1,3時,88430.4,7386,213,6758.2,70811.4,1731.5,1236.3,0,0,0,295
2020/3/1,4時,88237.6,7382,214,6876.2,70567.1,1732.5,1264.8,0,0,0,194
2020/3/1,5時,86880.2,7391,210,6702.2,69911.9,1732.5,1314.6,0,0,0,-382
2020/3/1,6時,85892.8,7387,211,6496.2,69256.3,1739.5,1339.8,0,304,0,-837
2020/3/1,7時,87361.1,7385,213,6660.2,66093.8,1751.5,1294,0,5240.6,0,-1275
2020/3/1,8時,90093,7386,212,6462.2,62591.1,1761.8,1279.3,0,13336.6,0,-2935
2020/3/1,9時,91828.3,7388,211,6198.2,59085,1795.8,1284.5,0,21173.8,0,-5306
2020/3/1,10時,90968.7,7382,214,5870.2,55570.9,1804.8,1250.3,0,26740.5,0,-7861
2020/3/1,11時,89697.5,7386,211,5698.2,54251.3,1809.8,1228,0,29165.2,0,-10049
2020/3/1,12時,87890.1,7385,212,5601.2,53963.4,1785.8,1192.1,0,28750.6,0,-11002
2020/3/1,13時,86157.4,7384,211,5691.2,55005.3,1757.8,1130.2,0,25934.9,0,-10956
2020/3/1,14時,84910.4,7384,212,5810.2,56860.8,1725.8,1108.6,0,19810,0,-8000
2020/3/1,15時,85735.3,7384,213,6273.2,60449.2,1709.8,961.6,0,12320.5,0,-3575
2020/3/1,16時,88178.2,7380,215,7139.2,67043,1696.8,857.5,0,3996.7,0,-157
2020/3/1,17時,96499.5,7379,213,8245.2,77034.7,1680.8,761.5,0,319.3,0,873
2020/3/1,18時,102508.2,7378,215,8518.2,82567.5,1670.8,676,0,2.7,0,1484
2020/3/1,19時,101645.2,7384,215,8445.2,82236.1,1668.8,619.1,0,1,0,1077
2020/3/1,20時,99638.7,7381,212,8003.2,81295.8,1666.5,580.2,0,0,0,500
2020/3/1,21時,95485.1,7385,215,7223.2,78012.3,1660.5,526.1,0,0,0,467
2020/3/1,22時,89869.8,7386,214,6562.2,73188.5,1663.5,454.6,0,0,0,401
2020/3/1,23時,86223.9,7382,214,6009.2,70725.2,1673.5,452,0,0,0,-236
2020/3/2,0時,82181.3,7385,215,5651.2,67761.6,1692.4,441.1,0,0,0,-966
2020/3/2,1時,82118.3,7385,214,5701.2,68012,1692.4,493.7,0,0,0,-1379
2020/3/2,2時,84443.1,7385,214,6093.2,69414.8,1695.4,563.7,0,0,0,-916
2020/3/2,3時,86669.3,7386,214,6208.2,71043.2,1697.4,643.5,0,0,0,-530
2020/3/2,4時,87983.2,7384,214,6256.2,71889.3,1698.4,766.3,0,0,0,-224
2020/3/2,5時,90159.3,7385,211,6347.2,73884.7,1698.4,905,0,0,0,-275
2020/3/2,6時,96827.4,7384,211,6781.2,79712.6,1696.4,1049.2,0,181,0,-191
2020/3/2,7時,105387.2,7385,213,7318.2,83767.3,1704.4,1150.8,0,3227.5,0,626
2020/3/2,8時,115833,7381,214,7667.2,88502,1712.7,1087.2,71,8707.9,201,560
2020/3/2,9時,120819.2,7385,215,7180.2,88365.8,1732.7,1165.5,99,13920,357,859
2020/3/2,10時,119809.2,7382,212,6601.2,83138.9,1695.7,1228.7,125,18812.7,524,739
2020/3/2,11時,118214,7385,214,5970.2,80900.6,1659.7,1359.7,142,21021.8,675,-293
2020/3/2,12時,111471,7382,213,5533.2,77291.4,1671.7,1433.8,152,21147.9,786,-3209
2020/3/2,13時,115149.5,7382,212,5714.2,79969.4,1656.7,1489.1,150,20632.1,851,-1907
2020/3/2,14時,114060.6,7384,214,5922.2,81177.4,1659.7,1510.1,140,17534.2,784,-1344
2020/3/2,15時,113085.8,7385,213,6759.2,83333.8,1714.7,1512.3,120,12666.8,610,-495
2020/3/2,16時,114547.2,7379,217,8061.2,87592.2,1717.7,1603.8,0,6858.3,0,1116
2020/3/2,17時,116124,7385,213,9517.2,91418.1,1714.7,1681.5,0,1400.5,0,2793
2020/3/2,18時,118441.9,7375,217,9935.2,94445.6,1715.7,1795.8,0,12.6,0,2949
2020/3/2,19時,115568.7,7377,216,9770.2,93098.1,1722.7,1825.7,0,0,0,1564
2020/3/2,20時,111821.2,7380,214,9049.2,90968,1714.4,1931.6,0,0,0,567
2020/3/2,21時,107786.4,7382,217,7728.2,88404.5,1708.4,1926.3,0,0,0,417
2020/3/2,22時,102760.5,7383,216,6875.2,84380.4,1697.4,1883.5,0,0,0,321
2020/3/2,23時,97997,7380,215,6153.2,80441,1695.4,1834.4,0,0,0,273
2020/3/3,0時,92442,7386,216,5554.2,75587.3,1700.4,1791.1,0,0,0,209
2020/3/3,1時,91446,7382,215,5523.2,75024,1697.4,1750.4,0,0,0,-149
2020/3/3,2時,93656.6,7382,216,5715.2,76879.6,1699.4,1735.4,0,0,0,27
2020/3/3,3時,95402.4,7383,218,6199.2,77988.9,1687.4,1595.9,0,0,0,333
2020/3/3,4時,96523.7,7381,216,6381.2,78739.2,1694.4,1485.9,0,0,0,624
2020/3/3,5時,98517.5,7382,213,6792.2,80438.2,1699.4,1434.7,0,0,0,560
2020/3/3,6時,104070.1,7381,214,7226.2,84898.9,1702.4,1396.6,0,399,0,852
2020/3/3,7時,108560.9,7386,216,7208.2,83283.1,1703.4,1289.5,0,6261.7,0,1220
2020/3/3,8時,115673.9,7380,217,7158.2,81218.6,1712.7,1110.3,0,16062.1,0,814
2020/3/3,9時,118804.3,7380,215,6591.2,76933.3,1708.7,990.1,0,25153,0,-165
2020/3/3,10時,115550.4,7386,215,6162.2,69973.7,1703.7,976.2,0,30781.6,0,-1642
2020/3/3,11時,113063.4,7382,214,5885.2,64801.4,1670.7,961.2,0,33953.9,11,-1804
2020/3/3,12時,105819,7386,215,5419.2,61651.7,1684.7,1013.3,0,33345.1,579,-4895
2020/3/3,13時,109269.9,7378,216,5472.2,64647.6,1672.7,946.2,0,31102.2,710,-2159
2020/3/3,14時,108052.3,7388,217,5713.2,67106.2,1681.7,871.1,0,25798.1,284,-722
2020/3/3,15時,107002.7,7379,215,6797.2,73318.9,1731.7,825.2,0,17940.7,0,-1202
2020/3/3,16時,108642.5,7380,216,8009.2,81552.1,1716.7,804.2,0,7844.3,0,1121
2020/3/3,17時,110991.9,7376,213,9265.2,88632.8,1710.7,759.3,0,957.9,0,2078
2020/3/3,18時,115002.5,7377,216,9857.2,92435.5,1695.7,736.4,0,3.7,0,2681
2020/3/3,19時,112607.8,7381,217,9916.2,91103.5,1689.7,690.4,0,0,0,1615
2020/3/3,20時,109183.4,7380,215,8819.2,89827.2,1676.4,582.6,0,0,0,687
2020/3/3,21時,105223.8,7379,217,7788.2,87392.8,1659.4,487.4,0,0,0,294
2020/3/3,22時,100853.5,7382,215,6905.2,84020.7,1642.4,436.2,0,0,0,245
2020/3/3,23時,96604.6,7385,213,6182.2,80654.9,1619.4,428.1,0,0,0,131
2020/3/4,0時,91058.4,7382,217,5516.2,76764.7,1592.4,412.1,0,0,0,-828
2020/3/4,1時,90193.2,7383,215,5357.2,77032.6,1593.4,385,0,0,0,-1782
2020/3/4,2時,91846.8,7381,216,5420.2,78316.2,1593.4,376,0,0,0,-1452
2020/3/4,3時,93736.9,7379,217,5727.2,79396.3,1591.4,379,0,0,0,-953
2020/3/4,4時,94457.6,7382,214,5881.2,79578,1592.4,389,0,0,0,-572
2020/3/4,5時,95705.2,7381,214,6305.2,80410.6,1597.4,394,0,0,0,-595
2020/3/4,6時,100741.1,7382,215,6770.2,84622.5,1598.4,478,0,232,0,-552
2020/3/4,7時,107019.7,7382,216,6904.2,87808.5,1601.4,518,0,2452.6,0,145
2020/3/4,8時,118947.7,7381,215,7624.2,95059.8,1602.7,613,0,5418,0,1033
2020/3/4,9時,124975.7,7382,216,7632.2,98040.6,1594.7,650,0,7712.2,0,1755
2020/3/4,10時,124226,7382,213,7265.2,96290.7,1594.7,727,0,9970.4,0,788
2020/3/4,11時,123236.4,7382,211,6478.2,96407.5,1598.7,888.1,0,9549.9,0,726
2020/3/4,12時,117204.8,7379,208,5743.2,92493.9,1603.7,955.1,0,8527.9,0,289
2020/3/4,13時,121035.6,7326,213,6323.2,96738.5,1601.7,1003.6,0,7152.6,0,670
2020/3/4,14時,120281.9,7317,216,6915.2,96933.8,1602.7,1058.9,0,5246.3,0,992
2020/3/4,15時,119140.9,7343,214,7513.2,97014.9,1601.7,1135.5,0,3899.6,0,424
2020/3/4,16時,120215.5,7366,215,8670.2,98219.2,1606.7,1126.1,0,2193.3,0,816
2020/3/4,17時,120581.9,7382,212,9684.2,98410,1609.7,1226.1,0,579.9,0,1479
2020/3/4,18時,121384.1,7380,215,10188.2,98759.3,1609.7,1215.6,0,10.3,0,2002
2020/3/4,19時,117635.7,7379,215,9601.2,96461.2,1603.7,1291.6,0,0,0,1086
