※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水,,,,,
2024/11/1,21:00,"85,295 ","9,841 ",284 ,"7,665 ","63,143 ","2,698 ",764 ,0 ,2 ,0 ,915 ,,,,,
2024/11/1,22:00,"81,752 ","9,840 ",284 ,"7,423 ","60,073 ","2,702 ",711 ,0 ,2 ,0 ,730 ,,,,,
2024/11/1,23:00,"78,883 ","9,843 ",284 ,"7,269 ","57,700 ","2,698 ",768 ,0 ,3 ,0 ,333 ,,,,,
2024/11/2,0:00,"73,918 ","9,835 ",284 ,"7,031 ","53,523 ","2,694 ",780 ,0 ,3 ,0 ,-219 ,,,,,
2024/11/2,1:00,"71,102 ","9,839 ",283 ,"7,129 ","50,323 ","2,712 ",807 ,0 ,3 ,0 ,15 ,,,,,
2024/11/2,2:00,"71,803 ","9,835 ",284 ,"7,224 ","50,900 ","2,730 ",785 ,0 ,3 ,0 ,53 ,,,,,
2024/11/2,3:00,"74,188 ","9,835 ",284 ,"7,354 ","52,980 ","2,733 ",822 ,0 ,3 ,0 ,196 ,,,,,
2024/11/2,4:00,"75,485 ","9,834 ",284 ,"7,466 ","53,873 ","2,770 ",731 ,0 ,4 ,0 ,545 ,,,,,
2024/11/2,5:00,"74,683 ","9,835 ",284 ,"7,506 ","53,071 ","2,787 ",708 ,0 ,5 ,0 ,516 ,,,,,
2024/11/2,6:00,"73,400 ","9,836 ",283 ,"7,476 ","51,433 ","2,768 ",796 ,0 ,247 ,0 ,571 ,,,,,
2024/11/2,7:00,"76,250 ","9,839 ",280 ,"7,548 ","52,926 ","2,772 ",854 ,0 ,"1,434 ",0 ,633 ,,,,,
2024/11/2,8:00,"81,780 ","9,837 ",279 ,"7,625 ","56,183 ","2,789 ",883 ,0 ,"3,076 ",0 ,"1,123 ",,,,,
2024/11/2,9:00,"85,756 ","9,838 ",279 ,"7,845 ","57,643 ","2,789 ",850 ,0 ,"4,790 ",0 ,"1,739 ",,,,,
2024/11/2,10:00,"86,228 ","9,837 ",283 ,"7,976 ","55,778 ","2,795 ",827 ,0 ,"6,845 ",0 ,"1,908 ",,,,,
2024/11/2,11:00,"86,979 ","9,839 ",287 ,"8,084 ","55,027 ","2,829 ",802 ,0 ,"8,265 ",0 ,"1,874 ",,,,,
2024/11/2,12:00,"85,891 ","9,837 ",284 ,"8,130 ","55,471 ","2,832 ",802 ,0 ,"8,268 ",0 ,289 ,,,,,
2024/11/2,13:00,"86,452 ","9,838 ",286 ,"8,201 ","56,939 ","2,813 ",896 ,0 ,"7,590 ",0 ,-103 ,,,,,
2024/11/2,14:00,"85,995 ","9,839 ",287 ,"8,251 ","56,836 ","2,807 ","1,055 ",0 ,"6,482 ",0 ,451 ,,,,,
2024/11/2,15:00,"85,779 ","9,834 ",285 ,"8,347 ","57,536 ","2,812 ","1,160 ",0 ,"3,836 ",0 ,"1,979 ",,,,,
2024/11/2,16:00,"86,894 ","9,834 ",288 ,"8,752 ","59,076 ","2,828 ","1,327 ",0 ,"1,229 ",0 ,"3,568 ",,,,,
2024/11/2,17:00,"88,340 ","9,834 ",286 ,"8,795 ","60,400 ","2,827 ","1,397 ",0 ,45 ,0 ,"4,775 ",,,,,
2024/11/2,18:00,"87,528 ","9,831 ",287 ,"8,696 ","60,463 ","2,827 ","1,493 ",0 ,1 ,0 ,"3,943 ",,,,,
2024/11/2,19:00,"84,697 ","9,831 ",288 ,"8,458 ","58,086 ","2,839 ","1,716 ",0 ,1 ,0 ,"3,498 ",,,,,
2024/11/2,20:00,"81,807 ","9,833 ",288 ,"8,291 ","55,710 ","2,835 ","1,755 ",0 ,1 ,0 ,"3,106 ",,,,,
2024/11/2,21:00,"77,826 ","9,840 ",288 ,"7,884 ","53,371 ","2,825 ","1,706 ",0 ,0 ,0 ,"1,922 ",,,,,
2024/11/2,22:00,"74,248 ","9,837 ",288 ,"7,713 ","50,418 ","2,833 ","1,759 ",0 ,0 ,0 ,"1,412 ",,,,,
2024/11/2,23:00,"71,715 ","9,838 ",288 ,"7,553 ","49,254 ","2,853 ","1,681 ",0 ,0 ,0 ,259 ,,,,,
2024/11/3,0:00,"67,328 ","9,836 ",288 ,"7,381 ","45,933 ","2,856 ","1,624 ",0 ,0 ,0 ,-580 ,,,,,
2024/11/3,1:00,"64,969 ","9,837 ",288 ,"7,348 ","43,631 ","2,845 ","1,654 ",0 ,0 ,0 ,-628 ,,,,,
2024/11/3,2:00,"65,973 ","9,837 ",289 ,"7,436 ","43,961 ","2,859 ","1,854 ",0 ,0 ,0 ,-259 ,,,,,
2024/11/3,3:00,"68,991 ","9,836 ",289 ,"7,497 ","45,765 ","2,866 ","1,986 ",0 ,0 ,0 ,762 ,,,,,
2024/11/3,4:00,"70,637 ","9,849 ",289 ,"7,586 ","46,552 ","2,866 ","2,253 ",0 ,1 ,0 ,"1,236 ",,,,,
2024/11/3,5:00,"70,430 ","9,879 ",291 ,"7,613 ","45,621 ","2,859 ","2,296 ",0 ,1 ,0 ,"1,874 ",,,,,
2024/11/3,6:00,"68,339 ","9,923 ",289 ,"7,470 ","42,793 ","2,841 ","2,241 ",0 ,943 ,0 ,"1,836 ",,,,,
2024/11/3,7:00,"68,473 ","9,939 ",288 ,"7,360 ","36,863 ","2,756 ","2,108 ",0 ,"9,928 ",52 ,-772 ,,,,,
2024/11/3,8:00,"70,138 ","9,953 ",288 ,"7,320 ","31,598 ","2,612 ","1,752 ",169 ,"22,459 ","1,794 ","-5,841 ",,,,,
2024/11/3,9:00,"72,406 ","9,951 ",288 ,"7,240 ","29,218 ","2,511 ","1,538 ",160 ,"31,974 ","5,389 ","-10,311 ",,,,,
2024/11/3,10:00,"73,562 ","9,952 ",287 ,"7,479 ","28,329 ","2,472 ","1,323 ",211 ,"36,459 ","8,301 ","-12,733 ",,,,,
2024/11/3,11:00,"73,839 ","9,956 ",288 ,"7,563 ","28,643 ","2,478 ","1,228 ",247 ,"38,069 ","9,451 ","-14,377 ",,,,,
2024/11/3,12:00,"73,572 ","9,946 ",288 ,"7,537 ","28,794 ","2,478 ","1,123 ",205 ,"37,323 ","8,668 ","-13,898 ",,,,,
2024/11/3,13:00,"73,118 ","9,919 ",287 ,"7,591 ","30,576 ","2,546 ",991 ,159 ,"33,290 ","7,068 ","-12,079 ",,,,,
2024/11/3,14:00,"73,251 ","9,887 ",288 ,"7,755 ","33,295 ","2,627 ",900 ,141 ,"26,225 ","3,664 ","-7,725 ",,,,,
2024/11/3,15:00,"74,388 ","9,855 ",288 ,"8,198 ","39,546 ","2,696 ",891 ,77 ,"14,758 ",791 ,"-1,834 ",,,,,
2024/11/3,16:00,"76,761 ","9,839 ",289 ,"8,701 ","47,370 ","2,824 ",934 ,0 ,"3,327 ",0 ,"3,471 ",,,,,
2024/11/3,17:00,"81,162 ","9,830 ",289 ,"9,172 ","52,432 ","2,865 ",898 ,0 ,66 ,0 ,"5,617 ",,,,,
2024/11/3,18:00,"82,043 ","9,832 ",290 ,"8,950 ","52,850 ","2,856 ",774 ,0 ,1 ,0 ,"6,509 ",,,,,
2024/11/3,19:00,"80,388 ","9,831 ",291 ,"8,885 ","51,824 ","2,856 ",592 ,0 ,0 ,0 ,"6,123 ",,,,,
2024/11/3,20:00,"78,163 ","9,838 ",290 ,"8,577 ","50,889 ","2,865 ",414 ,0 ,1 ,0 ,"5,300 ",,,,,
2024/11/3,21:00,"75,090 ","9,835 ",289 ,"8,315 ","48,527 ","2,865 ",359 ,0 ,0 ,0 ,"4,914 ",,,,,
2024/11/3,22:00,"72,031 ","9,839 ",290 ,"8,091 ","47,273 ","2,869 ",410 ,0 ,0 ,0 ,"3,280 ",,,,,
2024/11/3,23:00,"69,740 ","9,837 ",291 ,"7,830 ","47,173 ","2,875 ",569 ,0 ,0 ,0 ,"1,181 ",,,,,
2024/11/4,0:00,"65,871 ","9,835 ",290 ,"7,473 ","45,611 ","2,872 ",644 ,0 ,0 ,0 ,-844 ,,,,,
2024/11/4,1:00,"63,905 ","9,783 ",289 ,"7,486 ","43,861 ","2,869 ",690 ,0 ,0 ,0 ,"-1,070 ",,,,,
2024/11/4,2:00,"65,438 ","9,771 ",289 ,"7,563 ","44,630 ","2,869 ",692 ,0 ,0 ,0 ,-370 ,,,,,
2024/11/4,3:00,"68,935 ","9,791 ",289 ,"7,779 ","47,096 ","2,873 ",843 ,0 ,0 ,0 ,277 ,,,,,
2024/11/4,4:00,"71,626 ","9,815 ",289 ,"7,908 ","49,065 ","2,870 ","1,134 ",0 ,0 ,0 ,567 ,,,,,
2024/11/4,5:00,"72,600 ","9,832 ",289 ,"7,976 ","49,447 ","2,865 ","1,293 ",0 ,0 ,0 ,917 ,,,,,
2024/11/4,6:00,"72,294 ","9,839 ",290 ,"7,797 ","48,472 ","2,844 ","1,264 ",0 ,855 ,0 ,950 ,,,,,
2024/11/4,7:00,"74,128 ","9,844 ",288 ,"7,667 ","42,873 ","2,812 ","1,264 ",0 ,"9,509 ",0 ,-135 ,,,,,
2024/11/4,8:00,"79,048 ","9,840 ",288 ,"7,499 ","38,138 ","2,714 ","1,266 ",46 ,"23,204 ",203 ,"-3,902 ",,,,,
2024/11/4,9:00,"83,264 ","9,841 ",285 ,"7,071 ","34,512 ","2,559 ","1,314 ",42 ,"34,811 ",900 ,"-7,141 ",,,,,
2024/11/4,10:00,"84,797 ","9,838 ",286 ,"7,087 ","32,436 ","2,427 ","1,504 ",43 ,"41,333 ","2,041 ","-10,117 ",,,,,
2024/11/4,11:00,"85,398 ","9,843 ",286 ,"7,178 ","33,081 ","2,424 ","1,632 ",52 ,"42,601 ","2,679 ","-11,653 ",,,,,
2024/11/4,12:00,"84,547 ","9,842 ",286 ,"7,234 ","34,254 ","2,404 ","1,796 ",66 ,"40,681 ","2,710 ","-11,956 ",,,,,
2024/11/4,13:00,"86,073 ","9,842 ",285 ,"7,434 ","37,978 ","2,496 ","1,930 ",78 ,"35,223 ","1,308 ","-9,115 ",,,,,
2024/11/4,14:00,"86,161 ","9,836 ",286 ,"7,555 ","43,877 ","2,628 ","1,914 ",85 ,"25,168 ",332 ,"-5,106 ",,,,,
2024/11/4,15:00,"86,064 ","9,841 ",285 ,"8,154 ","51,487 ","2,736 ","1,780 ",84 ,"12,942 ",63 ,"-1,138 ",,,,,
2024/11/4,16:00,"87,787 ","9,838 ",285 ,"8,592 ","58,438 ","2,829 ","1,849 ",0 ,"2,749 ",0 ,"3,221 ",,,,,
2024/11/4,17:00,"90,699 ","9,840 ",288 ,"8,651 ","62,619 ","2,860 ","1,636 ",0 ,57 ,0 ,"4,759 ",,,,,
2024/11/4,18:00,"90,539 ","9,835 ",287 ,"8,614 ","62,717 ","2,862 ","1,628 ",0 ,1 ,0 ,"4,612 ",,,,,
2024/11/4,19:00,"87,932 ","9,835 ",286 ,"8,535 ","61,202 ","2,898 ","1,750 ",0 ,1 ,0 ,"3,437 ",,,,,
2024/11/4,20:00,"84,863 ","9,838 ",287 ,"8,391 ","59,471 ","2,916 ","1,773 ",0 ,1 ,0 ,"2,204 ",,,,,
2024/11/4,21:00,"81,447 ","9,842 ",287 ,"7,770 ","57,242 ","2,922 ","1,709 ",0 ,0 ,0 ,"1,682 ",,,,,
2024/11/4,22:00,"77,751 ","9,843 ",287 ,"7,648 ","54,733 ","2,908 ","1,531 ",0 ,0 ,0 ,812 ,,,,,
2024/11/4,23:00,"75,052 ","9,842 ",287 ,"7,561 ","53,117 ","2,908 ","1,662 ",0 ,1 ,0 ,-315 ,,,,,
2024/11/5,0:00,"70,650 ","9,845 ",287 ,"7,374 ","50,553 ","2,959 ","1,796 ",0 ,1 ,0 ,"-2,176 ",,,,,
2024/11/5,1:00,"68,597 ","9,842 ",289 ,"7,321 ","49,839 ","2,973 ","1,760 ",0 ,1 ,0 ,"-3,431 ",,,,,
2024/11/5,2:00,"69,947 ","9,845 ",288 ,"7,458 ","50,920 ","2,978 ","1,847 ",0 ,1 ,0 ,"-3,393 ",,,,,
2024/11/5,3:00,"73,232 ","9,840 ",287 ,"7,653 ","52,307 ","3,003 ","1,910 ",0 ,1 ,0 ,"-1,762 ",,,,,
2024/11/5,4:00,"75,564 ","9,842 ",289 ,"7,752 ","52,785 ","3,005 ","1,813 ",0 ,2 ,0 ,75 ,,,,,
2024/11/5,5:00,"77,059 ","9,845 ",289 ,"7,670 ","52,983 ","3,017 ","1,811 ",0 ,2 ,0 ,"1,433 ",,,,,
2024/11/5,6:00,"78,524 ","9,844 ",289 ,"7,630 ","53,804 ","3,011 ","1,820 ",0 ,724 ,0 ,"1,411 ",,,,,
2024/11/5,7:00,"82,699 ","9,846 ",286 ,"7,573 ","52,338 ","2,991 ","1,809 ",0 ,"7,380 ",0 ,464 ,,,,,
2024/11/5,8:00,"91,372 ","9,845 ",287 ,"7,301 ","51,346 ","2,976 ","1,751 ",0 ,"17,696 ",0 ,162 ,,,,,
2024/11/5,9:00,"97,777 ","9,844 ",286 ,"7,082 ","50,060 ","2,893 ","1,651 ",0 ,"26,309 ",0 ,-361 ,,,,,
2024/11/5,10:00,"99,141 ","9,845 ",287 ,"6,895 ","48,522 ","2,804 ","1,480 ",0 ,"30,392 ",0 ,"-1,116 ",,,,,
2024/11/5,11:00,"99,557 ","9,843 ",287 ,"6,902 ","49,705 ","2,761 ","1,381 ",0 ,"30,831 ",0 ,"-2,169 ",,,,,
2024/11/5,12:00,"94,014 ","9,843 ",293 ,"6,870 ","49,680 ","2,758 ","1,308 ",0 ,"26,526 ",123 ,"-3,280 ",,,,,
2024/11/5,13:00,"97,685 ","9,843 ",301 ,"6,888 ","55,706 ","2,778 ","1,202 ",0 ,"21,844 ",66 ,-891 ,,,,,
2024/11/5,14:00,"98,176 ","9,841 ",305 ,"7,175 ","60,952 ","2,918 ","1,114 ",0 ,"15,785 ",0 ,79 ,,,,,
2024/11/5,15:00,"97,495 ","9,842 ",304 ,"7,631 ","66,286 ","2,955 ",978 ,0 ,"8,123 ",0 ,"1,371 ",,,,,
2024/11/5,16:00,"99,440 ","9,835 ",288 ,"8,158 ","71,483 ","3,006 ",804 ,0 ,"1,965 ",0 ,"3,907 ",,,,,
2024/11/5,17:00,"99,161 ","9,835 ",288 ,"8,483 ","71,741 ","3,019 ",771 ,0 ,40 ,0 ,"4,989 ",,,,,
2024/11/5,18:00,"97,250 ","9,839 ",289 ,"8,709 ","70,710 ","3,020 ",770 ,0 ,1 ,0 ,"3,919 ",,,,,
2024/11/5,19:00,"93,548 ","9,843 ",289 ,"8,454 ","68,926 ","3,014 ",726 ,0 ,3 ,0 ,"2,301 ",,,,,
2024/11/5,20:00,"89,864 ","9,843 ",290 ,"7,868 ","66,944 ","2,998 ",680 ,0 ,2 ,0 ,"1,241 ",,,,,
2024/11/5,21:00,"85,649 ","9,845 ",289 ,"7,507 ","63,525 ","2,992 ",652 ,0 ,1 ,0 ,839 ,,,,,
2024/11/5,22:00,"81,927 ","9,843 ",290 ,"7,260 ","60,504 ","3,004 ",672 ,0 ,1 ,0 ,360 ,,,,,
2024/11/5,23:00,"78,467 ","9,840 ",290 ,"7,071 ","57,190 ","3,007 ",764 ,0 ,1 ,0 ,297 ,,,,,
2024/11/6,0:00,"73,680 ","9,838 ",290 ,"6,868 ","53,331 ","2,999 ",805 ,0 ,2 ,0 ,-454 ,,,,,
2024/11/6,1:00,"71,107 ","9,839 ",290 ,"6,941 ","51,598 ","3,007 ",904 ,0 ,2 ,0 ,"-1,482 ",,,,,
2024/11/6,2:00,"72,306 ","9,839 ",290 ,"7,113 ","52,149 ","3,003 ","1,011 ",0 ,2 ,0 ,"-1,100 ",,,,,
2024/11/6,3:00,"75,790 ","9,831 ",290 ,"7,269 ","54,046 ","3,004 ",979 ,0 ,2 ,0 ,368 ,,,,,
2024/11/6,4:00,"78,128 ","9,718 ",290 ,"7,308 ","56,006 ","3,000 ",943 ,0 ,3 ,0 ,864 ,,,,,
2024/11/6,5:00,"79,781 ","9,561 ",290 ,"7,453 ","57,377 ","2,996 ",952 ,0 ,3 ,0 ,"1,167 ",,,,,
2024/11/6,6:00,"81,923 ","9,409 ",289 ,"7,361 ","59,259 ","2,973 ",919 ,0 ,380 ,0 ,"1,352 ",,,,,
2024/11/6,7:00,"85,719 ","9,294 ",288 ,"7,207 ","58,374 ","2,929 ",862 ,0 ,"5,673 ",0 ,"1,100 ",,,,,
2024/11/6,8:00,"93,165 ","9,218 ",291 ,"7,135 ","57,655 ","2,896 ",829 ,25 ,"15,369 ",0 ,-235 ,,,,,
2024/11/6,9:00,"98,878 ","9,162 ",290 ,"6,955 ","56,553 ","2,785 ",791 ,25 ,"23,740 ",65 ,"-1,403 ",,,,,
2024/11/6,10:00,"99,526 ","9,098 ",299 ,"6,872 ","53,673 ","2,722 ",751 ,25 ,"29,086 ",629 ,"-2,975 ",,,,,
2024/11/6,11:00,"98,892 ","9,032 ",305 ,"6,792 ","52,329 ","2,727 ",730 ,25 ,"31,177 ",936 ,"-4,196 ",,,,,
2024/11/6,12:00,"93,899 ","9,025 ",305 ,"6,740 ","49,420 ","2,728 ",710 ,26 ,"30,721 ","1,391 ","-5,748 ",,,,,
2024/11/6,13:00,"97,805 ","9,023 ",306 ,"6,776 ","53,346 ","2,712 ",733 ,26 ,"28,452 ",513 ,"-3,559 ",,,,,
2024/11/6,14:00,"98,449 ","9,021 ",304 ,"7,095 ","57,862 ","2,762 ",761 ,25 ,"22,081 ",1 ,"-1,433 ",,,,,
2024/11/6,15:00,"98,428 ","9,020 ",305 ,"7,491 ","65,607 ","2,899 ",834 ,25 ,"11,267 ",0 ,995 ,,,,,
2024/11/6,16:00,"99,927 ","9,020 ",306 ,"8,237 ","72,130 ","2,939 ",946 ,0 ,"2,428 ",0 ,"3,927 ",,,,,
2024/11/6,17:00,"99,868 ","9,019 ",308 ,"8,671 ","72,478 ","2,958 ","1,381 ",0 ,48 ,0 ,"5,020 ",,,,,
2024/11/6,18:00,"98,480 ","9,009 ",308 ,"8,684 ","71,923 ","2,952 ","1,666 ",0 ,1 ,0 ,"3,942 ",,,,,
2024/11/6,19:00,"95,027 ","9,012 ",308 ,"8,509 ","70,027 ","2,954 ","1,765 ",0 ,1 ,0 ,"2,456 ",,,,,
2024/11/6,20:00,"91,237 ","9,016 ",310 ,"8,000 ","67,640 ","2,959 ","1,867 ",0 ,2 ,0 ,"1,451 ",,,,,
2024/11/6,21:00,"87,127 ","9,024 ",309 ,"7,453 ","64,423 ","2,980 ","2,035 ",0 ,1 ,0 ,906 ,,,,,
2024/11/6,22:00,"83,304 ","9,022 ",308 ,"7,095 ","61,515 ","2,983 ","2,217 ",0 ,0 ,0 ,179 ,,,,,
2024/11/6,23:00,"79,692 ","9,024 ",308 ,"6,831 ","58,254 ","2,987 ","2,384 ",0 ,0 ,0 ,-103 ,,,,,
2024/11/7,0:00,"74,730 ","9,023 ",308 ,"6,720 ","53,292 ","2,985 ","2,568 ",0 ,0 ,0 ,-163 ,,,,,
2024/11/7,1:00,"72,400 ","9,023 ",308 ,"6,756 ","51,582 ","2,983 ","2,575 ",0 ,1 ,0 ,-818 ,,,,,
2024/11/7,2:00,"73,768 ","9,022 ",308 ,"6,951 ","52,536 ","2,989 ","2,701 ",0 ,1 ,0 ,-731 ,,,,,
2024/11/7,3:00,"77,285 ","9,018 ",308 ,"7,105 ","55,719 ","3,013 ","2,722 ",0 ,1 ,0 ,-597 ,,,,,
2024/11/7,4:00,"79,820 ","9,021 ",308 ,"7,232 ","57,348 ","3,013 ","2,783 ",0 ,2 ,0 ,121 ,,,,,
2024/11/7,5:00,"81,888 ","9,023 ",309 ,"7,293 ","59,204 ","3,032 ","2,656 ",0 ,2 ,0 ,379 ,,,,,
2024/11/7,6:00,"84,374 ","9,026 ",307 ,"7,255 ","60,674 ","3,019 ","2,540 ",0 ,719 ,0 ,837 ,,,,,
2024/11/7,7:00,"87,550 ","9,027 ",308 ,"7,156 ","56,027 ","2,998 ","2,395 ",0 ,"9,000 ",0 ,636 ,,,,,
2024/11/7,8:00,"94,225 ","9,027 ",306 ,"7,044 ","50,905 ","2,983 ","2,315 ",9 ,"21,881 ",0 ,-254 ,,,,,
2024/11/7,9:00,"99,334 ","9,026 ",306 ,"6,848 ","47,070 ","2,922 ","2,249 ",0 ,"33,104 ",0 ,"-2,210 ",,,,,
2024/11/7,10:00,"100,048 ","9,027 ",302 ,"6,709 ","44,781 ","2,829 ","2,211 ",5 ,"39,055 ",310 ,"-4,868 ",,,,,
2024/11/7,11:00,"99,690 ","9,026 ",300 ,"6,596 ","45,163 ","2,829 ","2,183 ",9 ,"39,696 ",591 ,"-6,101 ",,,,,
2024/11/7,12:00,"94,522 ","9,026 ",305 ,"6,475 ","43,202 ","2,836 ","2,289 ",5 ,"38,150 ",937 ,"-7,763 ",,,,,
2024/11/7,13:00,"98,316 ","9,028 ",304 ,"6,601 ","48,037 ","2,823 ","2,243 ",0 ,"34,080 ",253 ,"-4,804 ",,,,,
2024/11/7,14:00,"99,010 ","9,024 ",305 ,"6,859 ","54,897 ","2,845 ","2,278 ",0 ,"25,086 ",0 ,"-2,283 ",,,,,
2024/11/7,15:00,"99,443 ","9,028 ",305 ,"7,470 ","63,623 ","2,956 ","2,336 ",0 ,"12,837 ",0 ,892 ,,,,,
2024/11/7,16:00,"101,686 ","9,025 ",306 ,"8,249 ","71,925 ","3,004 ","2,345 ",0 ,"2,560 ",0 ,"4,275 ",,,,,
2024/11/7,17:00,"102,730 ","9,023 ",306 ,"8,561 ","74,023 ","3,035 ","2,330 ",0 ,47 ,0 ,"5,416 ",,,,,
2024/11/7,18:00,"101,819 ","9,028 ",310 ,"8,660 ","73,864 ","3,017 ","2,362 ",0 ,3 ,0 ,"4,576 ",,,,,
2024/11/7,19:00,"98,644 ","9,026 ",308 ,"8,532 ","72,434 ","2,979 ","2,322 ",0 ,2 ,0 ,"3,038 ",,,,,
2024/11/7,20:00,"95,167 ","9,026 ",307 ,"8,001 ","70,612 ","2,975 ","2,263 ",0 ,2 ,0 ,"1,986 ",,,,,
2024/11/7,21:00,"90,949 ","9,031 ",307 ,"7,451 ","67,384 ","2,975 ","2,232 ",0 ,1 ,0 ,"1,559 ",,,,,
2024/11/7,22:00,"86,585 ","9,031 ",308 ,"7,087 ","63,621 ","2,989 ","2,212 ",0 ,1 ,0 ,"1,341 ",,,,,
2024/11/7,23:00,"82,607 ","9,030 ",307 ,"6,727 ","60,692 ","2,987 ","2,091 ",0 ,1 ,0 ,773 ,,,,,
2024/11/8,0:00,"77,391 ","9,028 ",308 ,"6,407 ","57,063 ","2,982 ","1,886 ",0 ,1 ,0 ,-288 ,,,,,
2024/11/8,1:00,"75,031 ","9,033 ",306 ,"6,470 ","55,101 ","2,958 ","1,694 ",0 ,1 ,0 ,-540 ,,,,,
2024/11/8,2:00,"76,572 ","9,029 ",307 ,"6,614 ","56,756 ","2,942 ","1,561 ",0 ,1 ,0 ,-652 ,,,,,
2024/11/8,3:00,"80,151 ","9,028 ",307 ,"6,787 ","59,815 ","2,936 ","1,396 ",0 ,1 ,0 ,-116 ,,,,,
2024/11/8,4:00,"82,975 ","9,029 ",308 ,"6,840 ","62,272 ","2,917 ","1,212 ",0 ,1 ,0 ,400 ,,,,,
2024/11/8,5:00,"85,410 ","9,032 ",307 ,"7,006 ","64,683 ","2,914 ","1,089 ",0 ,1 ,0 ,382 ,,,,,
2024/11/8,6:00,"88,861 ","9,031 ",306 ,"6,895 ","66,984 ","2,902 ","1,079 ",0 ,577 ,0 ,"1,095 ",,,,,
2024/11/8,7:00,"91,506 ","9,035 ",304 ,"6,975 ","63,037 ","2,887 ",978 ,0 ,"7,792 ",0 ,507 ,,,,,
2024/11/8,8:00,"97,891 ","9,035 ",304 ,"7,067 ","57,879 ","2,885 ",885 ,0 ,"19,843 ",0 ,-30 ,,,,,
2024/11/8,9:00,"102,474 ","9,037 ",304 ,"6,933 ","51,775 ","2,846 ",863 ,0 ,"31,800 ",0 ,"-1,105 ",,,,,
