※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2020/12/1,0時,88512.9,3215,336,4041.8,81387.6,1637.5,1658,0,0,0,-3759
2020/12/1,1時,87241.1,3212,338,3993.8,81723.7,1633.5,1653.1,0,0,0,-5309
2020/12/1,2時,89401.9,3214,335,4073.8,83447.3,1644.5,1718.3,0,0,0,-5025
2020/12/1,3時,91950.7,3212,335,4396.8,84461,1648.5,1780.4,0,0,0,-3873
2020/12/1,4時,93614.5,3209,336,4875.8,83670.2,1650.5,1758,0,0,0,-1889
2020/12/1,5時,96173.5,3209,335,4940.8,84575.2,1647.5,1757,0,0,0,-282
2020/12/1,6時,103990.6,3213,336,5028.8,91444.2,1634.5,1735.1,0,19,0,576
2020/12/1,7時,110259.6,3213,335,4849.8,93218.7,1621.5,1742.1,0,3894.5,0,1390
2020/12/1,8時,116814.5,3215,336,4691.8,90627.1,1619.8,1563.2,0,14035.6,0,726
2020/12/1,9時,118981.2,3215,335,4756.8,83902.8,1639.8,1524,0,23602.8,0,13
2020/12/1,10時,116514.7,3214,337,4368.8,76998.9,1635.8,1509.5,0,30061.7,0,-1615
2020/12/1,11時,114711.5,3216,337,4194.8,73914.2,1628.8,1615.5,0,32408.2,0,-2605
2020/12/1,12時,108824.6,3214,336,4180.8,71280.4,1633.8,1701.5,0,30723.1,0,-4240
2020/12/1,13時,112028.5,3214,339,4368.8,76760.4,1630.8,1721.1,0,26349.4,0,-2354
2020/12/1,14時,112274.3,3212,336,4783.8,82846.9,1620.8,1676.9,0,19000.9,0,-1203
2020/12/1,15時,113034.9,3217,337,5553.8,91180.2,1614.8,1728.2,0,9422.9,0,-16
2020/12/1,16時,117056.5,3213,337,6961.8,98707.6,1611.8,1673.2,0,1436.1,0,3124
2020/12/1,17時,120045.2,3214,336,7807.8,100231.7,1602.8,1699.8,0,12.1,0,5141
2020/12/1,18時,119191.8,3210,338,7808.8,100721,1600.8,1657.2,0,0,0,3854
2020/12/1,19時,115450.1,3206,336,6538.8,100098.4,1605.8,1623.1,0,0,0,2043
2020/12/1,20時,111205.1,3210,336,5527.8,98117.2,1607.5,1526.6,0,0,0,882
2020/12/1,21時,105891.3,3214,337,5031.8,94069.2,1600.5,1483.8,0,0,0,159
2020/12/1,22時,100111.6,3213,336,4750.8,88657.9,1588.5,1507.4,0,0,0,61
2020/12/1,23時,94855.6,3213,337,4448.8,83939.4,1591.5,1497.9,0,0,0,-174
2020/12/2,0時,89010.1,3214,336,3929.8,80429.7,1577.6,1536,0,0,0,-2013
2020/12/2,1時,87635.2,3211,335,3870.8,80657.1,1580.6,1443.7,0,0,0,-3464
2020/12/2,2時,89820.5,3209,336,3904.8,82326.3,1582.6,1380.8,0,0,0,-2921
2020/12/2,3時,92490.2,3210,334,4145.8,83597.2,1582.6,1427.6,0,0,0,-1806
2020/12/2,4時,94202.1,3208,336,4647.8,84491.3,1582.6,1378.4,0,0,0,-1446
2020/12/2,5時,96773.1,3211,334,5266.8,85697.9,1576.6,1292.8,0,0,0,-612
2020/12/2,6時,103810,3212,335,5004.8,92014.8,1582.6,1253.8,0,24,0,377
2020/12/2,7時,110185.1,3214,335,5009.8,94833.9,1578.6,1183.5,0,2626.3,0,1408
