※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2023/4/1,0時,74434.8,8194,313,8390.9,53268.4,2376.3,655.2,0,0,0,1109
2023/4/1,1時,73215.2,8198,311,8516.9,52635.6,2364.3,674.4,0,0,0,407
2023/4/1,2時,75395.5,8195,316,8759.9,53802,2368.3,696.3,0,0,0,1147
2023/4/1,3時,78158.5,8196,316,9319.9,54835.9,2366.3,747.4,0,0,0,2268
2023/4/1,4時,79114.2,8198,314,9834.9,54729.7,2362.3,690.3,0,0,0,2882
2023/4/1,5時,78034.1,8195,313,9582.9,52490.4,2356.3,649.5,0,170,0,4159
2023/4/1,6時,75714.8,8200,314,8939.9,46191.3,2296.3,589.5,0,4787.8,0,4275
2023/4/1,7時,75302.6,8198,312,8287.9,40080.8,2166.3,525.6,0,17807,0,-2150
2023/4/1,8時,78310.4,8198,311,8144.9,34826.4,2027.3,489,52,31345.8,1411,-7108
2023/4/1,9時,81618.8,8198,312,7805.9,32224.5,2000.3,522.5,91,40807.6,3653,-10318
2023/4/1,10時,82514.1,8198,310,7481.9,30665.8,1990.3,561.7,112,46420.4,5663,-13158
2023/4/1,11時,82856.2,8198,310,7343.9,30483.5,1978.3,707.4,137,47800.1,7680,-14021
2023/4/1,12時,81059.5,8197,311,7248.9,30101.4,1996.3,799.7,165,46646.2,8142,-14305
2023/4/1,13時,80547.9,8197,315,7273.9,30584.5,2007.3,897.4,147,43845.8,6293,-12646
2023/4/1,14時,79090.5,8195,310,7382.9,32457.8,1997.3,989.2,119,36995.3,4618,-9348
2023/4/1,15時,78127.1,8196,312,8038.9,34849.9,1990.3,945.3,120,27523.7,1824,-3836
2023/4/1,16時,78515.2,8196,310,9031.9,42026.9,2065.3,891.9,97,14994.2,65,836
