※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2020/9/1,0時,91325.1,4299,291,5874.9,80225.4,1575.8,947,0,0,0,-1887
2020/9/1,1時,86028.5,4300,289,5771.9,78228.8,1571.8,939,0,0,0,-5068
2020/9/1,2時,84586.4,4297,290,5651.9,78581.7,1568.8,945,0,0,0,-6747
2020/9/1,3時,85252.5,4299,290,5777.9,78504.8,1588.8,957,0,0,0,-6170
2020/9/1,4時,86089.1,4292,290,5705.9,78913.4,1587.8,955,0,1,0,-5662
2020/9/1,5時,87432.2,4294,288,5711.9,79410.5,1566.8,966,0,131,0,-4933
2020/9/1,6時,92771.4,4296,289,5610.9,80951.4,1567.8,992,0,3201.3,0,-4143
2020/9/1,7時,103366,4302,289,5815.9,83586.5,1593.8,974,0,9163.8,0,-2361
2020/9/1,8時,120565.9,4298,287,6119.9,92718.7,1599.1,952,0,15276.2,0,-691
2020/9/1,9時,132849.4,4297,286,6414.9,97401.3,1598.1,974,0,20336.1,0,1540
2020/9/1,10時,138567.4,4299,285,6831.9,98301.8,1594.1,989,0,24967.6,0,1297
2020/9/1,11時,141237.5,4297,286,6950.9,101077.5,1604.1,1017,0,25013,0,998
2020/9/1,12時,138342.1,4297,286,6277.9,100698.6,1606.1,1064,0,23861.5,0,252
2020/9/1,13時,143098.5,4294,285,7224.9,105707.3,1590.1,1086,0,21432.2,0,1470
2020/9/1,14時,143409.3,4296,286,7731.9,108156.3,1573.1,1108,0,16988,0,3270
2020/9/1,15時,141344.2,4295,285,8509.9,108573.5,1579.1,1114,0,12208.7,0,4787
2020/9/1,16時,139719.6,4294,286,9049.9,110053.2,1563.1,1155,0,6711.4,0,6603
2020/9/1,17時,133451.1,4295,287,9118.9,108589.4,1578.1,1200,0,2037.7,0,6345
2020/9/1,18時,131469.9,4296,287,8920.9,110204.1,1582.1,1318,0,113.8,0,4745
2020/9/1,19時,125725.1,4296,286,8050.9,107347.1,1578.1,1386,0,1,0,2779
2020/9/1,20時,118729.5,4296,287,7003.9,102823.8,1582.8,1358,0,0,0,1377
2020/9/1,21時,111643,4297,288,6381.9,97365.3,1580.8,1346,0,0,0,379
2020/9/1,22時,105992,4297,287,5914.9,92667.3,1581.8,1376,0,0,0,-129
2020/9/1,23時,100082.9,4301,288,5746.9,86927.2,1570.8,1377,0,0,0,-130
2020/9/2,0時,92104.2,4301,286,5424.9,81616.5,1565.8,1341,0,0,0,-2428
2020/9/2,1時,86745.2,4300,286,5584.9,79059.5,1561.8,1237,0,0,0,-5282
2020/9/2,2時,85698.5,4297,285,5730.9,79267.8,1562.8,1249,0,0,0,-6694
2020/9/2,3時,86594.8,4296,287,5709.9,79861.1,1582.8,1259,0,0,0,-6397
2020/9/2,4時,87340.4,4286,260,5768.9,80176.7,1586.8,1330,0,0,0,-6071
2020/9/2,5時,88732.7,4291,234,5857.9,80177,1585.8,1383,0,166,0,-4956
2020/9/2,6時,93949.8,4293,231,5705.9,80948.4,1580.8,1375,0,3656.7,0,-3844
2020/9/2,7時,105856,4297,234,5756.9,85038,1589.8,1272.1,0,10229.2,0,-2560
2020/9/2,8時,124323.3,4299,274,6230.9,94570,1609.1,1259.7,0,16533.6,0,-449
2020/9/2,9時,137947.8,4298,277,6689.9,101757.9,1591.1,1276.5,0,21559.4,0,499
2020/9/2,10時,144780.2,4298,278,6852.9,104057.6,1582.1,1287.3,0,25530.3,0,893
2020/9/2,11時,148937.7,4295,275,6892.9,106608.6,1573.1,1262.6,0,25919.5,0,2108
2020/9/2,12時,146358.7,4296,275,6180.9,107521.3,1590.1,1281.1,0,22936.3,0,2272
2020/9/2,13時,148880.3,4296,276,6913.9,110847.5,1579.1,1244.2,0,18590.6,0,5130
2020/9/2,14時,147105.5,4296,275,7722.9,112067.5,1573.1,1235.8,0,14596.2,0,5344
2020/9/2,15時,144412.9,4295,275,8808.9,111003.8,1585.1,1273.8,0,11494.3,0,5676
2020/9/2,16時,143312.8,4291,277,9640.9,112447.9,1576.1,1306.2,0,6441.7,0,7336
2020/9/2,17時,136612.3,4298,277,9707.9,112154.5,1587.1,1330.4,0,1692.4,0,5563
2020/9/2,18時,134318.8,4297,278,9327.9,112206.9,1590.1,1350.6,0,91.3,0,5183
2020/9/2,19時,128692.3,4302,278,8266.9,109199.3,1587.1,1405,0,3,0,3653
2020/9/2,20時,121526.2,4304,279,7518.9,105042.3,1583.8,1506.2,0,0,0,1294
2020/9/2,21時,114599.4,4303,286,7003.9,99400.8,1586.8,1456.9,0,0,0,556
2020/9/2,22時,108667.1,4306,286,6781.9,94089.9,1589.8,1423.5,0,0,0,192
2020/9/2,23時,102280,4305,284,6507.9,88923.7,1594.8,1501.6,0,0,0,-836
2020/9/3,0時,93856.8,4310,285,6462.9,84547.4,1579.8,1410.7,0,0,0,-4740
2020/9/3,1時,88953.3,4309,285,6517.9,83197,1586.8,1421.6,0,0,0,-8359
2020/9/3,2時,87834.4,4310,285,6683.9,82983.1,1583.8,1492.6,0,0,0,-9504
2020/9/3,3時,88624,4309,287,6825.9,84123.7,1581.8,1521.6,0,0,0,-10021
2020/9/3,4時,89476.7,4299,284,6854.9,84303.5,1585.8,1585.5,0,1,0,-9441
2020/9/3,5時,91133,4304,285,6791.9,84302.7,1590.8,1554.6,0,158,0,-7850
2020/9/3,6時,96972.5,4303,282,6512.9,84816.6,1585.8,1606.2,0,3122,0,-5252
2020/9/3,7時,109263.1,4308,282,6533.9,88207.6,1595.8,1582.6,0,8462.2,0,-1702
2020/9/3,8時,129696.7,4310,283,6935.9,99161.2,1596.1,1501.1,0,15848.4,0,63
2020/9/3,9時,143594.8,4311,281,7200.9,106026.4,1587.1,1501,0,21092.4,0,1589
2020/9/3,10時,147742.6,4311,283,7576.9,106224.3,1577.1,1484,0,24374.3,0,1911
2020/9/3,11時,150865.9,4314,279,7666.9,106481,1596.1,1524.1,0,27364.8,0,1644
2020/9/3,12時,147345.5,4317,280,7280.9,104742.5,1628.1,1489.3,0,26802.7,0,808
2020/9/3,13時,151388.5,4313,281,7959.9,107992.2,1588.1,1408.1,0,25461.2,0,2377
2020/9/3,14時,150409.3,4316,282,8604.9,109522.4,1577.1,1279.4,0,21889.5,0,2936
2020/9/3,15時,148627.4,4315,281,9398.9,110599.7,1573.1,1193.1,0,16543.6,0,4720
2020/9/3,16時,146602,4317,280,10119.9,113621.8,1585.1,1143.1,0,8848.1,0,6694
2020/9/3,17時,139485.3,4317,282,9929.9,112770.1,1589.1,1053.1,0,2620.1,0,6928
2020/9/3,18時,136635.3,4317,282,9728.9,112713.9,1596.1,1018,0,158.4,0,6819
2020/9/3,19時,130329.7,4318,284,8739.9,110573.7,1582.1,940,0,1,0,3890
2020/9/3,20時,122056.6,4315,282,7495.9,105658.9,1587.8,842,0,0,0,1879
2020/9/3,21時,114216.1,4316,282,6872.9,99761.3,1587.8,757.1,0,0,0,636
2020/9/3,22時,108404.4,4313,285,6713.9,94953.7,1589.8,629,0,0,0,-72
2020/9/3,23時,101706.3,4314,286,6484.9,89070.6,1587.8,545,0,0,0,-579
2020/9/4,0時,93560.8,4313,285,6373.9,83969.1,1588.8,516,0,0,0,-3486
2020/9/4,1時,88099.9,4311,284,6469.9,82092.2,1589.8,462,0,0,0,-7110
2020/9/4,2時,86935.5,4309,285,6376.9,82089.8,1592.8,383,0,0,0,-8103
2020/9/4,3時,87549.3,4310,287,6551.9,82729.5,1589.8,322.1,0,0,0,-8236
2020/9/4,4時,88165.4,4305,286,6586.9,82783.6,1590.8,321.1,0,1,0,-7707
2020/9/4,5時,89384.4,4306,287,6519.9,83494.6,1596.8,286.1,0,174,0,-7277
2020/9/4,6時,94532.3,4306,287,6619.9,83538.1,1597.8,318.1,0,3352.4,0,-5491
2020/9/4,7時,107035.4,4313,281,6845.9,86362,1592.8,304.4,0,9765.3,0,-2434
2020/9/4,8時,125749.1,4313,248,7109.9,96382,1584.1,253.7,0,16012.4,0,-161
2020/9/4,9時,138933.4,4312,248,7369.9,104031.8,1584.1,210.7,0,19932.9,0,1241
2020/9/4,10時,142954.8,4312,249,7754.9,104337.6,1596.1,161.9,0,23140.3,0,1411
2020/9/4,11時,145530,4309,248,7927.9,102944.1,1619.1,176,0,26049.9,0,2257
2020/9/4,12時,143072.1,4310,246,7329.9,101315.6,1615.1,162.5,0,27030,0,1063
2020/9/4,13時,148608,4309,245,8286.9,104925.5,1603.1,144.9,0,25394.6,0,3692
2020/9/4,14時,149265.9,4308,243,9288.9,107160.3,1593.1,151.2,0,19786.4,0,6732
2020/9/4,15時,147855,4306,250,9764.9,110052.3,1585.1,154.5,0,13427.2,0,8315
