※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2019/4/1,0時,81844.4,9152,250,5153.2,65524.2,779.5,923.5,0,0,0,60
2019/4/1,1時,81644.5,9150,250,4980.2,66057.5,748.5,909.3,0,0,0,-449
2019/4/1,2時,84299.8,9150,249,5125.2,68567.3,747.5,865.8,0,0,0,-396
2019/4/1,3時,86602.6,9152,249,5497.2,70231,749.5,860.9,0,0,0,-138
2019/4/1,4時,88194.1,9150,247,5678.2,71672.9,744.5,855.5,0,0,0,-159
2019/4/1,5時,90894.8,9152,248,5672.2,73614.1,739.5,810,0,30,0,633
2019/4/1,6時,96032.6,9151,249,5970.2,75508.3,718.5,753.9,0,2604.7,0,1074
2019/4/1,7時,99599.5,9151,249,5831.2,72070.4,689.5,735.7,0,10488.7,0,380
2019/4/1,8時,106600.2,9152,249,6261.2,70482.3,688.8,737.7,0,18574.2,333.6,461
2019/4/1,9時,111244.4,9152,250,6114.2,69118.6,671.8,740.2,0,24579.6,456,620
2019/4/1,10時,111468.1,9152,246,5592.2,66638.5,669.8,783.3,0,28768.3,534.8,-390
2019/4/1,11時,111808.9,9153,248,5201.2,67527.2,669.8,873,0,29988.7,757.7,-1853
2019/4/1,12時,106124,9152,249,4879.2,65279.9,672.8,911.1,0,29275,972.5,-4286
2019/4/1,13時,110345.4,9152,248,5017.2,70347.3,668.8,948.8,0,26426.3,963.8,-2463
2019/4/1,14時,109337.5,9154,250,5495.2,73985.1,665.8,1006.3,0,20679.1,642.7,-1898
2019/4/1,15時,108704.8,9154,249,5871.2,77336.1,664.8,1044.1,0,15078.6,480,-694
2019/4/1,16時,111146.9,9151,247,6672.2,83505.3,674.8,979,0,8708.6,0,1214
2019/4/1,17時,113193.7,9147,248,8194.2,88662.5,673.8,866,0,2455.2,0,2950
2019/4/1,18時,117856.6,9149,248,9253.2,91488.3,673.8,941.3,0,111,0,5987
2019/4/1,19時,116759.4,9146,248,9183.2,91315.2,679.8,823.2,0,0,0,5367
2019/4/1,20時,113816.6,9152,249,8523.2,90508,676.5,769.9,0,0,0,3942
2019/4/1,21時,110096.5,9151,246,7364.2,88682.5,674.5,822.3,0,0,0,3153
2019/4/1,22時,105280.5,9152,244,6504.2,85658.9,656.5,806.9,0,0,0,2256
2019/4/1,23時,100629.5,9154,246,5947.2,83012,657.5,775.8,0,3,0,840
2019/4/2,0時,94769.9,9152,246,4874.2,79479.7,660.5,910.5,0,0,0,-556
2019/4/2,1時,93562.5,9149,248,4829.2,80174.6,657.5,905.2,0,0,0,-2401
2019/4/2,2時,95521.8,9152,247,5105.2,81974,655.5,956.1,0,0,0,-2568
2019/4/2,3時,97182.6,9155,249,5480.2,83098.2,657.5,877.7,0,0,0,-2333
2019/4/2,4時,97716.5,9151,244,5764.2,83105.8,655.5,821,0,0,0,-2031
2019/4/2,5時,99692,9150,247,5915.2,83492.3,655.5,769,0,50,0,-588
2019/4/2,6時,105112.1,9153,247,5820.2,83782.3,660.5,814.1,0,3018,0,1616
2019/4/2,7時,107976.4,9154,246,5394.2,80014.4,661.5,730.4,0,11322.9,0,461
2019/4/2,8時,113908.6,9153,248,5767.2,77576.4,672.8,833.3,0,19909.9,318.8,-258
2019/4/2,9時,117883,9152,249,5722.2,75735.9,657.8,915.8,0,27042.3,491.9,-1587
2019/4/2,10時,117156.9,9152,252,5558.2,74436.9,646.8,996.4,0,29655.6,566.2,-3542
2019/4/2,11時,116663.7,9150,254,4977.2,74889.2,644.8,1051.3,0,29536.2,750,-3836
2019/4/2,12時,110017.2,9152,254,4576.2,72297.1,642.8,1151.9,0,27875.2,964.5,-5940
2019/4/2,13時,114560.7,9150,256,4859.2,75853.9,641.8,1282.8,0,25181,855.2,-2657
2019/4/2,14時,113378.3,9148,256,5207.2,76986.6,640.8,1398.5,0,21559.2,534.4,-1812
2019/4/2,15時,112146.8,9150,257,5831.2,80237.2,648.8,1392.6,0,15881,442.3,-1250
2019/4/2,16時,114134.6,9147,255,7085.2,85616.7,651.8,1410.6,0,9429.3,0,539
2019/4/2,17時,115956.3,9150,254,8541.2,90185.3,664.8,1360.7,0,2625.3,0,3176
2019/4/2,18時,120931.5,9146,261,9433.2,93162.6,668.8,1342.8,0,112.1,0,6801
2019/4/2,19時,120426.8,9153,260,8812.2,93546.8,665.8,1350,0,1,0,6645
2019/4/2,20時,117086.4,9151,258,7830.2,92936.3,666.5,1233.4,0,0,0,5004
2019/4/2,21時,113125.6,9151,256,6658.2,91595.6,669.5,1203.3,0,0,0,3586
2019/4/2,22時,107740.6,9151,256,5523.2,88877.8,649.5,1122.1,0,0,0,2158
2019/4/2,23時,103094.1,9148,259,5180.2,85557.3,649.5,1086.1,0,0,0,1215
2019/4/3,0時,97332.6,9149,258,4562.2,82394,651.5,954.9,0,0,0,-637
2019/4/3,1時,95911.2,9151,258,4405.2,83066.6,647.5,850.9,0,0,0,-2464
2019/4/3,2時,97595.8,9150,258,4613.2,85060.4,650.5,856.7,0,0,0,-2988
2019/4/3,3時,98976.1,9149,257,5228.2,85311.6,651.5,826.8,0,0,0,-2450
2019/4/3,4時,99419.6,9150,257,5445.2,85301,650.5,809.9,0,0,0,-2192
2019/4/3,5時,101419.1,9151,256,5394.2,85994.1,650.5,784.3,0,57,0,-859
2019/4/3,6時,106926.7,9152,259,5517.2,86000.3,653.5,839.7,0,3102,0,1400
2019/4/3,7時,109453.1,9154,258,4924.2,81785.9,653.5,791.8,0,11381.7,0,503
2019/4/3,8時,115121,9151,256,5179.2,78741.4,670.8,759.9,47.7,20220.7,284.5,151
2019/4/3,9時,118794.8,9151,260,5066.2,75535.1,649.8,875,51.7,28132.7,453.9,-872
2019/4/3,10時,117688,9153,259,4879.2,73219.6,643.8,945.4,64,31913,550.1,-3316
2019/4/3,11時,116324.1,9153,256,4518.2,72574.5,648.8,981.9,86.2,33112.7,581,-4919
2019/4/3,12時,109315.4,9153,256,4201.2,68770.3,659.8,1161.2,99.2,33222.9,606.2,-8112
2019/4/3,13時,112363.2,9097,259,4318.2,70162.5,646.8,1149.9,106.1,31736.8,581.7,-5002
2019/4/3,14時,110473.1,9091,261,4570.2,70872.7,649.8,1149.5,108.2,27283.9,459.6,-3410
2019/4/3,15時,108704.1,9114,259,5336.2,74105.1,652.8,1202.2,101.4,19962.8,373.1,-1929
2019/4/3,16時,110498.9,9135,259,6347.2,82256,658.8,1272.5,0,11533.4,0,-962
2019/4/3,17時,112097.6,9150,257,8029.2,88316.4,659.8,1247.7,0,3168.5,0,1282
2019/4/3,18時,117448.5,9148,259,8881.2,92025.6,671.8,1123.3,0,131.6,0,5207
2019/4/3,19時,117482.6,9148,260,8676.2,91557.3,669.8,1126.3,0,0,0,6040
2019/4/3,20時,114735.2,9146,259,7916.2,90888.7,666.5,1056.8,0,0,0,4807
2019/4/3,21時,110761.3,9147,258,6577.2,90201.6,668.5,1050,0,0,0,2861
2019/4/3,22時,105896.8,9149,257,5464.2,87668.5,649.5,1092.6,0,0,0,1622
2019/4/3,23時,101044.9,9149,259,4839.2,84535.6,655.5,1064.6,0,0,0,543
2019/4/4,0時,95482.4,9150,258,4200.2,80013.3,655.5,1072.4,0,0,0,130
2019/4/4,1時,94661.9,9149,258,4251.2,79282.7,650.5,1042.5,0,0,0,32
2019/4/4,2時,96319.4,9149,258,4635.2,80450.3,648.5,959.4,0,0,0,222
2019/4/4,3時,97842.1,9145,257,5195.2,80951.9,653.5,894.5,0,0,0,749
2019/4/4,4時,98381,9144,259,5340.2,81230.8,648.5,772.5,0,0,0,987
2019/4/4,5時,100254.3,9147,257,5355.2,83051,645.5,733.6,0,64,0,1002
2019/4/4,6時,104984,9151,258,5779.2,83939.8,649.5,683.5,0,3357,0,1169
2019/4/4,7時,106713.1,9150,258,5517.2,77719.3,648.5,620.6,0,12556.5,0,253
2019/4/4,8時,112035.1,9150,258,5356.2,74460.6,666.8,684.4,0,22137.1,360.6,-670
2019/4/4,9時,114575.2,9148,256,5045.2,70225.2,648.8,824.4,0,29829.6,516.3,-1404
2019/4/4,10時,112509.9,9151,250,4654.2,64271.6,644.8,925.2,0,34726.1,865.5,-2113
2019/4/4,11時,111519.9,9148,251,4072.2,62391.9,645.8,973.5,0,37037.5,1223.7,-3001
2019/4/4,12時,104210.8,9150,253,3908.2,57856,663.8,1056,0,36476.8,1252.9,-5149
2019/4/4,13時,106932.1,9147,251,4022.2,61420,646.8,1041.2,0,33989.9,1186.1,-3582
2019/4/4,14時,105219.3,9150,253,4245.2,63055.7,648.8,1008.2,0,29331.4,810.6,-2469
2019/4/4,15時,103557.2,9152,253,4654.2,68186.3,643.8,1096.5,0,21664.4,423.5,-2086
2019/4/4,16時,105375.8,9150,252,6418.2,76502.6,652.8,1154.6,0,12085.6,0,-841
2019/4/4,17時,106253.7,9147,249,8099.2,82507.7,653.8,1162.6,0,3124.4,0,1312
2019/4/4,18時,110991.7,9146,253,8961.2,86193.2,655.8,1136.4,0,122.1,0,4527
2019/4/4,19時,110440.9,9150,253,8701.2,86243.8,654.8,1188.1,0,0,0,4261
2019/4/4,20時,107452.8,9150,254,8015.2,85158.5,658.5,1305.6,0,0,0,2914
2019/4/4,21時,103548.8,9152,252,6561.2,83865.2,668.5,1345.9,0,0,0,1704
2019/4/4,22時,99264.7,9152,250,5392.2,81629,649.5,1341,0,0,0,849
2019/4/4,23時,94536.5,9152,249,4821.2,78099.3,650.5,1192.5,0,0,0,373
2019/4/5,0時,89085.9,9152,250,4094.2,73719.3,657.5,1055.9,0,0,0,164
2019/4/5,1時,88269.2,9149,252,4109.2,72862.2,658.5,1069.3,0,0,0,163
2019/4/5,2時,90635,9151,253,4502.2,74504.5,658.5,1054.8,0,0,0,510
2019/4/5,3時,92745.7,9152,254,4918.2,75521.4,661.5,1075.6,0,0,0,1175
2019/4/5,4時,93749,9154,251,5315.2,75823.5,657.5,1103.8,0,0,0,1445
2019/4/5,5時,94855.2,9150,248,5708.2,76637.3,658.5,1126.2,0,86,0,1241
2019/4/5,6時,97982.3,9154,252,5584.2,77045.4,658.5,1165.1,0,3131.1,0,992
2019/4/5,7時,99776.3,9153,252,5338.2,71346.5,653.5,1211.5,0,11495.6,0,324
2019/4/5,8時,105980,9152,251,5564.2,69132.4,647.8,1199.3,0,20371.3,0,-339
2019/4/5,9時,109697.6,9154,252,5412.2,66781.8,642.8,1254.2,0,26469.6,0,-270
2019/4/5,10時,108363.6,9153,251,4798.2,62852.4,644.8,1368.9,0,30284.3,0,-988
2019/4/5,11時,107165.5,9149,251,4313.2,60423.5,640.8,1470.2,0,31923.8,0,-1002
2019/4/5,12時,100385.1,9152,250,4197.2,55936.5,659.8,1545.9,0,31503.7,0,-2858
2019/4/5,13時,104198.6,9152,250,4339.2,59296.8,643.8,1533.2,0,29694.6,0,-711
2019/4/5,14時,102831.6,9151,253,4584.2,62017.8,646.8,1479.8,0,25371,0,-675
2019/4/5,15時,101426.4,9150,253,5092.2,67313,649.8,1482.1,0,18980.3,0,-1495
2019/4/5,16時,102163.9,9147,252,6504.2,73531.4,656.8,1491.4,0,10217.1,0,362
2019/4/5,17時,101566.2,9148,249,7874.2,77327.2,667.8,1538.8,0,2564.2,0,2189
2019/4/5,18時,104799.6,9147,252,8879.2,80861.5,675.8,1365.3,0,143.8,0,3474
2019/4/5,19時,103595.8,9150,254,8550.2,79956.3,685.8,1339.5,0,0,0,3662
2019/4/5,20時,100338.2,9150,253,7931.2,78347.9,692.5,1486.6,0,0,0,2478
2019/4/5,21時,96797.8,9150,252,7051.2,76485.7,696.5,1651.4,0,0,0,1511
2019/4/5,22時,93252.5,9151,248,6119.2,74439.3,691.5,1691.5,0,0,0,912
2019/4/5,23時,89730.4,9152,248,5519.2,71916.3,686.5,1707.4,0,0,0,491
2019/4/6,0時,84883.8,9149,252,4879.2,68176.7,685.5,1720.4,0,0,0,22
2019/4/6,1時,84016.8,9150,252,4728.2,67695.8,684.5,1690.3,0,0,0,-189
2019/4/6,2時,86099.9,9147,251,5202.2,68648.1,683.5,1708.1,0,0,0,462
2019/4/6,3時,87874.7,9148,253,5767.2,69343.9,688.5,1677.1,0,0,0,998
2019/4/6,4時,87992.9,9146,250,6058.2,69074,689.5,1726.2,0,0,0,1057
2019/4/6,5時,86274,9148,251,5863.2,67924.2,683.5,1610.1,0,93,0,697
2019/4/6,6時,85101.9,9150,253,5303.2,64439.8,682.5,1544,0,3151.4,0,584
2019/4/6,7時,85388.9,9148,253,5310.2,57005.7,679.5,1467,0,11543.5,0,-16
2019/4/6,8時,89123.7,9150,254,5410.2,51792,700.8,1478,39.9,20946.7,739.6,-600
