※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水,,,,,
2025/10/2,3:00,"73,287 ","10,202 ",243 ,"5,594 ","54,004 ","3,830 ",407 ,0 ,0 ,0 ,-946 ,,,,,
2025/10/2,4:00,"75,508 ","10,200 ",242 ,"5,775 ","55,456 ","3,827 ",457 ,0 ,1 ,0 ,-406 ,,,,,
2025/10/2,5:00,"77,467 ","10,198 ",242 ,"5,868 ","56,636 ","3,827 ",474 ,0 ,72 ,0 ,194 ,,,,,
2025/10/2,6:00,"78,091 ","10,201 ",240 ,"5,666 ","54,259 ","3,808 ",368 ,0 ,"3,458 ",0 ,147 ,,,,,
2025/10/2,7:00,"83,233 ","10,202 ",239 ,"5,182 ","50,164 ","3,791 ",297 ,0 ,"14,690 ",0 ,"-1,294 ",,,,,
2025/10/2,8:00,"94,464 ","10,205 ",236 ,"5,272 ","47,945 ","3,740 ",266 ,0 ,"29,000 ",0 ,"-2,164 ",,,,,
2025/10/2,9:00,"103,775 ","10,199 ",235 ,"5,247 ","46,679 ","3,685 ",320 ,0 ,"40,946 ",0 ,"-3,505 ",,,,,
2025/10/2,10:00,"107,961 ","10,197 ",232 ,"5,207 ","46,336 ","3,633 ",398 ,0 ,"47,819 ",0 ,"-5,821 ",,,,,
2025/10/2,11:00,"110,487 ","10,196 ",233 ,"5,256 ","47,475 ","3,562 ",468 ,0 ,"48,973 ",0 ,"-5,637 ",,,,,
2025/10/2,12:00,"107,282 ","10,202 ",237 ,"4,997 ","46,721 ","3,463 ",496 ,0 ,"46,846 ",0 ,"-5,635 ",,,,,
2025/10/2,13:00,"112,137 ","10,195 ",238 ,"5,358 ","53,782 ","3,503 ",572 ,0 ,"40,502 ",0 ,"-1,968 ",,,,,
2025/10/2,14:00,"112,831 ","10,199 ",238 ,"5,902 ","60,373 ","3,708 ",520 ,0 ,"32,012 ",0 ,-82 ,,,,,
2025/10/2,15:00,"111,117 ","10,197 ",236 ,"6,901 ","67,615 ","3,762 ",503 ,0 ,"19,506 ",0 ,"2,434 ",,,,,
2025/10/2,16:00,"110,059 ","10,196 ",242 ,"8,488 ","73,835 ","3,774 ",601 ,0 ,"6,875 ",0 ,"6,092 ",,,,,
2025/10/2,17:00,"106,674 ","10,189 ",248 ,"8,989 ","75,338 ","3,788 ",576 ,0 ,659 ,0 ,"6,936 ",,,,,
2025/10/2,18:00,"104,409 ","10,190 ",249 ,"8,741 ","75,517 ","3,803 ",560 ,0 ,20 ,0 ,"5,374 ",,,,,
2025/10/2,19:00,"99,224 ","10,195 ",248 ,"7,651 ","73,785 ","3,809 ",543 ,0 ,2 ,0 ,"3,038 ",,,,,
2025/10/2,20:00,"94,313 ","10,203 ",249 ,"6,671 ","71,416 ","3,803 ",511 ,0 ,1 ,0 ,"1,508 ",,,,,
2025/10/2,21:00,"89,474 ","10,198 ",250 ,"6,181 ","67,716 ","3,805 ",559 ,0 ,0 ,0 ,804 ,,,,,
2025/10/2,22:00,"85,594 ","10,199 ",250 ,"5,794 ","64,469 ","3,808 ",537 ,0 ,0 ,0 ,580 ,,,,,
2025/10/2,23:00,"81,953 ","10,200 ",250 ,"5,473 ","61,705 ","3,814 ",524 ,0 ,0 ,0 ,33 ,,,,,
2025/10/3,0:00,"76,356 ","10,204 ",249 ,"5,055 ","57,669 ","3,800 ",522 ,0 ,0 ,0 ,"-1,101 ",,,,,
2025/10/3,1:00,"72,754 ","10,207 ",250 ,"4,954 ","55,462 ","3,805 ",599 ,0 ,0 ,0 ,"-2,479 ",,,,,
2025/10/3,2:00,"72,586 ","10,206 ",247 ,"4,835 ","56,373 ","3,805 ",618 ,0 ,0 ,0 ,"-3,454 ",,,,,
2025/10/3,3:00,"74,278 ","10,202 ",250 ,"4,863 ","56,754 ","3,806 ",578 ,0 ,0 ,0 ,"-2,127 ",,,,,
2025/10/3,4:00,"76,392 ","10,201 ",249 ,"4,837 ","57,774 ","3,804 ",552 ,0 ,1 ,0 ,-979 ,,,,,
2025/10/3,5:00,"78,517 ","10,201 ",246 ,"4,779 ","58,987 ","3,800 ",602 ,0 ,60 ,0 ,-108 ,,,,,
2025/10/3,6:00,"79,380 ","10,202 ",242 ,"4,809 ","56,836 ","3,794 ",653 ,0 ,"2,981 ",0 ,-91 ,,,,,
2025/10/3,7:00,"84,699 ","10,204 ",241 ,"4,829 ","54,111 ","3,795 ",663 ,0 ,"11,241 ",0 ,-340 ,,,,,
2025/10/3,8:00,"96,575 ","10,207 ",238 ,"5,628 ","57,752 ","3,773 ",677 ,0 ,"19,265 ",0 ,-927 ,,,,,
2025/10/3,9:00,"105,465 ","10,202 ",239 ,"6,116 ","61,859 ","3,753 ",752 ,0 ,"23,036 ",0 ,-450 ,,,,,
2025/10/3,10:00,"107,058 ","10,201 ",239 ,"6,145 ","61,435 ","3,667 ",867 ,0 ,"25,277 ",0 ,-732 ,,,,,
2025/10/3,11:00,"107,191 ","10,196 ",238 ,"6,034 ","60,427 ","3,602 ",881 ,0 ,"26,941 ",0 ,"-1,086 ",,,,,
2025/10/3,12:00,"103,278 ","10,197 ",240 ,"5,502 ","58,806 ","3,624 ",992 ,0 ,"26,033 ",0 ,"-2,082 ",,,,,
2025/10/3,13:00,"107,569 ","10,195 ",245 ,"6,118 ","63,839 ","3,671 ","1,026 ",0 ,"22,787 ",0 ,-274 ,,,,,
2025/10/3,14:00,"108,128 ","10,200 ",243 ,"7,237 ","69,325 ","3,733 ",946 ,0 ,"15,550 ",0 ,934 ,,,,,
2025/10/3,15:00,"106,933 ","10,201 ",242 ,"7,404 ","72,987 ","3,784 ",816 ,0 ,"8,435 ",0 ,"3,112 ",,,,,
2025/10/3,16:00,"106,093 ","10,207 ",240 ,"8,278 ","75,970 ","3,802 ",683 ,0 ,"2,690 ",0 ,"4,273 ",,,,,
2025/10/3,17:00,"103,755 ","10,197 ",245 ,"8,752 ","76,012 ","3,796 ",762 ,0 ,167 ,0 ,"3,870 ",,,,,
2025/10/3,18:00,"101,498 ","10,195 ",242 ,"8,557 ","75,375 ","3,788 ",727 ,0 ,2 ,0 ,"2,657 ",,,,,
2025/10/3,19:00,"97,124 ","10,198 ",243 ,"8,373 ","72,649 ","3,796 ",751 ,0 ,1 ,0 ,"1,160 ",,,,,
2025/10/3,20:00,"92,595 ","10,205 ",243 ,"6,640 ","70,208 ","3,803 ",786 ,0 ,1 ,0 ,754 ,,,,,
2025/10/3,21:00,"88,081 ","10,209 ",244 ,"5,951 ","66,626 ","3,794 ",819 ,0 ,0 ,0 ,483 ,,,,,
2025/10/3,22:00,"84,776 ","10,202 ",244 ,"5,469 ","63,894 ","3,787 ",924 ,0 ,0 ,0 ,295 ,,,,,
2025/10/3,23:00,"81,427 ","10,204 ",246 ,"5,214 ","60,641 ","3,782 ","1,096 ",0 ,0 ,0 ,286 ,,,,,
2025/10/4,0:00,"76,064 ","10,205 ",245 ,"5,204 ","56,005 ","3,750 ","1,106 ",0 ,0 ,0 ,-413 ,,,,,
2025/10/4,1:00,"72,503 ","10,206 ",243 ,"5,036 ","53,372 ","3,747 ","1,089 ",0 ,0 ,0 ,"-1,146 ",,,,,
2025/10/4,2:00,"72,002 ","10,205 ",245 ,"4,976 ","52,981 ","3,747 ","1,030 ",0 ,0 ,0 ,"-1,145 ",,,,,
2025/10/4,3:00,"73,602 ","10,204 ",244 ,"5,077 ","54,062 ","3,746 ","1,125 ",0 ,1 ,0 ,-819 ,,,,,
2025/10/4,4:00,"74,861 ","10,209 ",245 ,"5,232 ","54,597 ","3,743 ","1,232 ",0 ,2 ,0 ,-357 ,,,,,
2025/10/4,5:00,"75,069 ","10,205 ",244 ,"5,409 ","54,551 ","3,734 ","1,223 ",0 ,51 ,0 ,-305 ,,,,,
2025/10/4,6:00,"73,535 ","10,210 ",240 ,"5,287 ","51,258 ","3,713 ","1,375 ",0 ,"2,282 ",0 ,-785 ,,,,,
2025/10/4,7:00,"75,873 ","10,213 ",238 ,"5,185 ","48,567 ","3,714 ","1,373 ",0 ,"8,247 ",0 ,"-1,626 ",,,,,
2025/10/4,8:00,"82,263 ","10,210 ",237 ,"5,279 ","48,367 ","3,685 ","1,424 ",0 ,"14,779 ",0 ,"-1,687 ",,,,,
2025/10/4,9:00,"87,506 ","10,212 ",237 ,"5,325 ","48,502 ","3,552 ","1,550 ",0 ,"18,493 ",0 ,-322 ,,,,,
2025/10/4,10:00,"89,580 ","10,208 ",238 ,"5,265 ","48,697 ","3,495 ","1,621 ",0 ,"19,527 ",0 ,567 ,,,,,
2025/10/4,11:00,"90,510 ","10,206 ",237 ,"5,335 ","50,508 ","3,498 ","1,583 ",0 ,"18,951 ",0 ,227 ,,,,,
2025/10/4,12:00,"88,938 ","10,204 ",237 ,"5,226 ","51,767 ","3,507 ","1,507 ",0 ,"16,407 ",0 ,123 ,,,,,
2025/10/4,13:00,"89,048 ","10,205 ",239 ,"5,591 ","53,790 ","3,585 ","1,522 ",0 ,"13,441 ",0 ,714 ,,,,,
2025/10/4,14:00,"88,492 ","10,206 ",238 ,"5,901 ","56,212 ","3,702 ","1,543 ",0 ,"10,389 ",0 ,342 ,,,,,
2025/10/4,15:00,"88,059 ","10,210 ",236 ,"6,675 ","58,924 ","3,720 ","1,426 ",0 ,"6,455 ",0 ,448 ,,,,,
2025/10/4,16:00,"88,613 ","10,209 ",238 ,"7,572 ","61,464 ","3,753 ","1,360 ",0 ,"2,641 ",0 ,"1,409 ",,,,,
2025/10/4,17:00,"90,270 ","10,203 ",239 ,"8,272 ","63,131 ","3,785 ","1,332 ",0 ,392 ,0 ,"2,950 ",,,,,
2025/10/4,18:00,"90,380 ","10,200 ",243 ,"8,152 ","63,237 ","3,781 ","1,339 ",0 ,9 ,0 ,"3,451 ",,,,,
2025/10/4,19:00,"87,706 ","10,204 ",246 ,"7,326 ","62,177 ","3,783 ","1,380 ",0 ,1 ,0 ,"2,628 ",,,,,
2025/10/4,20:00,"84,121 ","10,206 ",245 ,"6,501 ","60,799 ","3,791 ","1,429 ",0 ,1 ,0 ,"1,186 ",,,,,
2025/10/4,21:00,"80,292 ","10,207 ",247 ,"5,922 ","58,000 ","3,789 ","1,359 ",0 ,0 ,0 ,801 ,,,,,
2025/10/4,22:00,"77,179 ","10,207 ",245 ,"5,465 ","55,870 ","3,780 ","1,257 ",0 ,0 ,0 ,394 ,,,,,
2025/10/4,23:00,"74,452 ","10,206 ",245 ,"5,239 ","54,178 ","3,781 ","1,240 ",0 ,0 ,0 ,-395 ,,,,,
2025/10/5,0:00,"69,922 ","10,206 ",244 ,"5,266 ","50,573 ","3,775 ","1,178 ",0 ,0 ,0 ,"-1,282 ",,,,,
2025/10/5,1:00,"66,810 ","10,207 ",245 ,"5,273 ","48,256 ","3,780 ","1,120 ",0 ,0 ,0 ,"-2,026 ",,,,,
2025/10/5,2:00,"66,757 ","10,211 ",245 ,"5,212 ","48,441 ","3,788 ","1,063 ",0 ,0 ,0 ,"-2,163 ",,,,,
2025/10/5,3:00,"68,708 ","10,213 ",246 ,"5,302 ","49,354 ","3,784 ","1,002 ",0 ,0 ,0 ,"-1,155 ",,,,,
2025/10/5,4:00,"70,394 ","10,211 ",245 ,"5,480 ","50,172 ","3,789 ",974 ,0 ,1 ,0 ,-437 ,,,,,
2025/10/5,5:00,"70,863 ","10,209 ",244 ,"5,611 ","50,265 ","3,788 ",906 ,0 ,34 ,0 ,-149 ,,,,,
2025/10/5,6:00,"69,215 ","10,211 ",241 ,"5,481 ","47,968 ","3,779 ",806 ,0 ,"1,976 ",0 ,"-1,199 ",,,,,
2025/10/5,7:00,"71,267 ","10,212 ",241 ,"5,345 ","46,288 ","3,767 ",720 ,0 ,"8,834 ",0 ,"-4,108 ",,,,,
2025/10/5,8:00,"76,099 ","10,208 ",242 ,"5,383 ","44,358 ","3,731 ",694 ,0 ,"18,282 ",0 ,"-6,765 ",,,,,
2025/10/5,9:00,"81,166 ","10,209 ",245 ,"5,341 ","41,505 ","3,705 ",677 ,0 ,"26,969 ",0 ,"-7,451 ",,,,,
2025/10/5,10:00,"84,730 ","10,207 ",243 ,"5,265 ","40,372 ","3,590 ",688 ,0 ,"32,290 ",0 ,"-7,891 ",,,,,
2025/10/5,11:00,"86,896 ","10,206 ",244 ,"5,205 ","40,543 ","3,511 ",588 ,0 ,"33,321 ",0 ,"-6,679 ",,,,,
2025/10/5,12:00,"88,908 ","10,206 ",241 ,"5,217 ","41,247 ","3,513 ",597 ,0 ,"32,613 ",0 ,"-4,688 ",,,,,
2025/10/5,13:00,"89,440 ","10,205 ",245 ,"5,387 ","44,875 ","3,583 ",578 ,0 ,"27,530 ",0 ,"-2,928 ",,,,,
2025/10/5,14:00,"88,543 ","10,206 ",241 ,"5,727 ","49,078 ","3,715 ",499 ,0 ,"20,133 ",0 ,"-1,025 ",,,,,
2025/10/5,15:00,"88,262 ","10,211 ",240 ,"6,411 ","54,964 ","3,747 ",504 ,0 ,"12,219 ",0 ,-2 ,,,,,
2025/10/5,16:00,"89,373 ","10,203 ",242 ,"7,387 ","60,693 ","3,758 ",457 ,0 ,"4,679 ",0 ,"1,990 ",,,,,
2025/10/5,17:00,"92,365 ","10,204 ",244 ,"8,172 ","64,754 ","3,771 ",450 ,0 ,605 ,0 ,"4,196 ",,,,,
2025/10/5,18:00,"93,418 ","10,205 ",244 ,"8,308 ","65,613 ","3,776 ",569 ,0 ,21 ,0 ,"4,717 ",,,,,
2025/10/5,19:00,"90,983 ","10,214 ",244 ,"7,836 ","64,976 ","3,780 ",640 ,0 ,8 ,0 ,"3,318 ",,,,,
2025/10/5,20:00,"87,632 ","10,216 ",242 ,"7,212 ","63,623 ","3,778 ",575 ,0 ,1 ,0 ,"2,017 ",,,,,
2025/10/5,21:00,"83,446 ","10,212 ",244 ,"6,421 ","61,304 ","3,781 ",566 ,0 ,0 ,0 ,950 ,,,,,
2025/10/5,22:00,"79,135 ","10,210 ",245 ,"5,945 ","57,439 ","3,790 ",664 ,0 ,0 ,0 ,876 ,,,,,
2025/10/5,23:00,"75,812 ","10,212 ",244 ,"5,625 ","54,721 ","3,811 ",939 ,0 ,0 ,0 ,296 ,,,,,
2025/10/6,0:00,"70,758 ","10,206 ",246 ,"5,551 ","51,947 ","3,800 ","1,177 ",0 ,0 ,0 ,"-2,133 ",,,,,
2025/10/6,1:00,"67,954 ","10,212 ",247 ,"5,661 ","52,233 ","3,761 ","1,384 ",0 ,0 ,0 ,"-5,499 ",,,,,
2025/10/6,2:00,"67,774 ","10,210 ",247 ,"5,769 ","52,702 ","3,750 ","1,297 ",0 ,0 ,0 ,"-6,166 ",,,,,
2025/10/6,3:00,"70,033 ","10,211 ",247 ,"5,940 ","53,043 ","3,743 ","1,199 ",0 ,0 ,0 ,"-4,315 ",,,,,
2025/10/6,4:00,"72,537 ","10,212 ",246 ,"6,167 ","53,093 ","3,740 ","1,147 ",0 ,1 ,0 ,"-2,030 ",,,,,
2025/10/6,5:00,"75,242 ","10,209 ",246 ,"6,290 ","54,110 ","3,737 ","1,243 ",0 ,26 ,0 ,-578 ,,,,,
2025/10/6,6:00,"77,922 ","10,218 ",244 ,"6,084 ","54,413 ","3,731 ","1,164 ",0 ,"2,421 ",0 ,-310 ,,,,,
2025/10/6,7:00,"85,664 ","10,216 ",241 ,"5,964 ","53,591 ","3,717 ","1,085 ",0 ,"12,149 ",0 ,"-1,262 ",,,,,
2025/10/6,8:00,"99,030 ","10,215 ",244 ,"6,166 ","56,099 ","3,717 ","1,072 ",0 ,"23,765 ",0 ,"-2,215 ",,,,,
2025/10/6,9:00,"109,665 ","10,213 ",242 ,"5,983 ","57,068 ","3,698 ","1,080 ",0 ,"33,298 ",0 ,"-1,881 ",,,,,
2025/10/6,10:00,"114,444 ","10,210 ",242 ,"5,818 ","55,724 ","3,663 ","1,074 ",0 ,"40,409 ",0 ,"-2,658 ",,,,,
2025/10/6,11:00,"116,125 ","10,207 ",243 ,"5,819 ","54,663 ","3,591 ","1,075 ",0 ,"43,949 ",0 ,"-3,390 ",,,,,
2025/10/6,12:00,"112,791 ","10,206 ",243 ,"5,688 ","54,130 ","3,565 ","1,009 ",0 ,"42,669 ",0 ,"-4,683 ",,,,,
2025/10/6,13:00,"116,756 ","10,202 ",241 ,"5,792 ","60,501 ","3,582 ","1,059 ",0 ,"37,155 ",0 ,"-1,744 ",,,,,
2025/10/6,14:00,"116,101 ","10,201 ",244 ,"6,735 ","65,612 ","3,611 ","1,151 ",0 ,"28,956 ",0 ,-372 ,,,,,
2025/10/6,15:00,"114,485 ","10,208 ",244 ,"7,766 ","71,154 ","3,613 ","1,076 ",0 ,"18,134 ",0 ,"2,322 ",,,,,
2025/10/6,16:00,"113,118 ","10,209 ",245 ,"8,669 ","75,367 ","3,657 ",977 ,0 ,"6,871 ",0 ,"7,162 ",,,,,
2025/10/6,17:00,"109,350 ","10,202 ",249 ,"8,937 ","76,203 ","3,714 ",974 ,0 ,680 ,0 ,"8,429 ",,,,,
2025/10/6,18:00,"106,366 ","10,200 ",249 ,"8,689 ","75,714 ","3,738 ","1,011 ",0 ,20 ,0 ,"6,785 ",,,,,
2025/10/6,19:00,"100,936 ","10,199 ",249 ,"7,765 ","74,079 ","3,741 ",982 ,0 ,2 ,0 ,"3,958 ",,,,,
2025/10/6,20:00,"95,823 ","10,211 ",247 ,"6,939 ","71,918 ","3,741 ",939 ,0 ,1 ,0 ,"1,865 ",,,,,
2025/10/6,21:00,"90,844 ","10,209 ",249 ,"6,104 ","68,880 ","3,745 ",874 ,0 ,0 ,0 ,820 ,,,,,
2025/10/6,22:00,"86,666 ","10,209 ",249 ,"5,645 ","65,283 ","3,744 ",831 ,0 ,0 ,0 ,743 ,,,,,
2025/10/6,23:00,"82,939 ","10,211 ",248 ,"5,367 ","61,976 ","3,756 ",846 ,0 ,0 ,0 ,570 ,,,,,
2025/10/7,0:00,"77,274 ","10,210 ",248 ,"5,244 ","57,492 ","3,748 ",753 ,0 ,0 ,0 ,-379 ,,,,,
2025/10/7,1:00,"73,687 ","10,208 ",249 ,"5,295 ","55,899 ","3,754 ",788 ,0 ,0 ,0 ,"-2,469 ",,,,,
2025/10/7,2:00,"73,199 ","10,202 ",249 ,"5,255 ","55,938 ","3,759 ",815 ,0 ,0 ,0 ,"-2,976 ",,,,,
2025/10/7,3:00,"74,841 ","10,213 ",248 ,"5,367 ","57,087 ","3,765 ",857 ,0 ,0 ,0 ,"-2,657 ",,,,,
2025/10/7,4:00,"76,950 ","10,206 ",250 ,"5,575 ","57,259 ","3,761 ",881 ,0 ,1 ,0 ,-939 ,,,,,
2025/10/7,5:00,"78,981 ","10,211 ",250 ,"5,623 ","58,012 ","3,758 ",847 ,0 ,21 ,0 ,302 ,,,,,
2025/10/7,6:00,"80,535 ","10,211 ",246 ,"5,556 ","57,685 ","3,734 ",907 ,0 ,"1,856 ",0 ,388 ,,,,,
2025/10/7,7:00,"85,924 ","10,217 ",243 ,"5,269 ","55,951 ","3,717 ",866 ,0 ,"10,046 ",0 ,-352 ,,,,,
2025/10/7,8:00,"97,507 ","10,218 ",246 ,"5,440 ","57,477 ","3,697 ",843 ,0 ,"20,819 ",0 ,"-1,198 ",,,,,
2025/10/7,9:00,"105,797 ","10,215 ",246 ,"5,484 ","58,990 ","3,716 ",984 ,0 ,"28,473 ",0 ,"-2,274 ",,,,,
2025/10/7,10:00,"108,575 ","10,214 ",247 ,"5,329 ","58,318 ","3,738 ","1,000 ",0 ,"34,361 ",0 ,"-4,598 ",,,,,
2025/10/7,11:00,"110,196 ","10,209 ",248 ,"5,175 ","57,497 ","3,754 ","1,015 ",0 ,"37,328 ",0 ,"-4,996 ",,,,,
2025/10/7,12:00,"106,869 ","10,209 ",244 ,"5,421 ","55,338 ","3,738 ","1,130 ",0 ,"36,556 ",0 ,"-5,728 ",,,,,
2025/10/7,13:00,"112,372 ","10,201 ",247 ,"5,701 ","63,259 ","3,713 ","1,183 ",0 ,"32,303 ",0 ,"-4,201 ",,,,,
2025/10/7,14:00,"113,086 ","10,204 ",244 ,"6,078 ","69,303 ","3,715 ","1,187 ",0 ,"23,520 ",0 ,"-1,131 ",,,,,
2025/10/7,15:00,"111,908 ","10,200 ",244 ,"6,853 ","73,997 ","3,713 ","1,120 ",0 ,"12,765 ",0 ,"3,053 ",,,,,
2025/10/7,16:00,"111,397 ","10,194 ",248 ,"8,382 ","76,402 ","3,719 ","1,071 ",0 ,"4,335 ",0 ,"7,086 ",,,,,
2025/10/7,17:00,"108,550 ","10,198 ",254 ,"8,681 ","76,652 ","3,745 ","1,067 ",0 ,390 ,0 ,"7,602 ",,,,,
2025/10/7,18:00,"105,982 ","10,198 ",253 ,"8,515 ","75,729 ","3,747 ","1,137 ",0 ,12 ,0 ,"6,429 ",,,,,
2025/10/7,19:00,"101,039 ","10,206 ",254 ,"8,060 ","73,899 ","3,750 ","1,248 ",0 ,1 ,0 ,"3,660 ",,,,,
2025/10/7,20:00,"96,117 ","10,210 ",254 ,"7,094 ","71,786 ","3,751 ","1,205 ",0 ,1 ,0 ,"1,848 ",,,,,
2025/10/7,21:00,"91,347 ","10,212 ",253 ,"6,376 ","68,716 ","3,756 ","1,193 ",0 ,0 ,0 ,879 ,,,,,
2025/10/7,22:00,"87,281 ","10,211 ",250 ,"5,714 ","65,562 ","3,751 ","1,137 ",0 ,0 ,0 ,694 ,,,,,
2025/10/7,23:00,"83,525 ","10,213 ",253 ,"5,326 ","62,375 ","3,755 ","1,025 ",0 ,0 ,0 ,611 ,,,,,
2025/10/8,0:00,"78,005 ","10,206 ",253 ,"4,778 ","59,420 ","3,754 ",996 ,0 ,0 ,0 ,"-1,366 ",,,,,
2025/10/8,1:00,"74,502 ","10,209 ",252 ,"4,757 ","57,942 ","3,754 ",940 ,0 ,0 ,0 ,"-3,316 ",,,,,
2025/10/8,2:00,"73,988 ","10,205 ",252 ,"4,699 ","58,279 ","3,756 ",807 ,0 ,0 ,0 ,"-3,975 ",,,,,
2025/10/8,3:00,"75,681 ","10,207 ",254 ,"4,914 ","58,560 ","3,760 ",708 ,0 ,0 ,0 ,"-2,686 ",,,,,
2025/10/8,4:00,"77,541 ","10,212 ",252 ,"5,026 ","58,914 ","3,753 ",809 ,0 ,1 ,0 ,"-1,390 ",,,,,
2025/10/8,5:00,"79,397 ","10,215 ",251 ,"5,314 ","60,003 ","3,757 ",919 ,0 ,15 ,0 ,"-1,036 ",,,,,
2025/10/8,6:00,"81,043 ","10,216 ",250 ,"5,236 ","60,184 ","3,746 ",853 ,0 ,"2,025 ",0 ,"-1,425 ",,,,,
2025/10/8,7:00,"87,359 ","10,216 ",251 ,"5,057 ","58,853 ","3,754 ",891 ,0 ,"10,423 ",0 ,"-2,043 ",,,,,
2025/10/8,8:00,"99,575 ","10,220 ",249 ,"4,955 ","59,415 ","3,737 ",921 ,0 ,"21,377 ",0 ,"-1,259 ",,,,,
2025/10/8,9:00,"108,592 ","10,219 ",249 ,"5,030 ","56,463 ","3,692 ",993 ,0 ,"32,903 ",0 ,-913 ,,,,,
