※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2019/12/1,0時,89468.9,7322,248,4079.2,75212.3,1552.1,780.3,0,0,0,280
2019/12/1,1時,87598.1,7321,248,4067.2,73665.8,1552.1,786,0,0,0,-48
2019/12/1,2時,89013.1,7325,247,4242.2,75128.3,1552.1,809.5,0,0,0,-297
2019/12/1,3時,90182.1,7324,247,4435.2,76279.7,1556.1,832.1,0,0,0,-487
2019/12/1,4時,89943.2,7324,249,4451.2,76019.4,1555.1,820.5,0,0,0,-482
2019/12/1,5時,89006.8,7320,248,4378.2,74894.7,1555.1,835.8,0,0,0,-230
2019/12/1,6時,89793.9,7322,248,4287.2,75504.3,1555.1,874.3,0,26,0,-23
2019/12/1,7時,93276.2,7323,248,4517.2,75360.7,1555.1,929.3,0,3397.9,0,-61
2019/12/1,8時,97142.4,7324,247,4474.2,70781.5,1563.4,974.6,0,11650.7,0,135
2019/12/1,9時,96985.7,7324,246,4275.2,65107.3,1560.4,965.3,0,19209.5,0,-1701
2019/12/1,10時,94107.6,7324,248,3899.2,61734.4,1566.4,926.2,0,23903.4,0,-5493
2019/12/1,11時,91882.8,7326,244,3841.2,60393.4,1575.4,1011.5,0,25277.3,0,-7787
2019/12/1,12時,90980.7,7325,246,3744.2,60438.5,1569.4,1101.7,0,24035.9,0,-7473
2019/12/1,13時,89611.3,7325,245,4024.2,63043.2,1583.4,1118,0,18859.5,0,-6585
2019/12/1,14時,88701.8,7322,245,4701.2,65748.3,1576.4,1101.1,0,12426.8,0,-4418
2019/12/1,15時,89749.1,7326,248,5317.2,70674,1549.4,1179.4,0,5545.1,0,-2086
2019/12/1,16時,95144.8,7323,248,6250.2,79176.2,1552.4,1142.3,0,639.7,0,-1190
2019/12/1,17時,102943.9,7317,246,7316.2,84425.6,1557.4,1082.6,0,8.1,0,990
2019/12/1,18時,104834.1,7317,250,7642.2,85195,1562.4,996.5,0,0,0,1879
2019/12/1,19時,103750,7324,249,7331.2,84910.7,1567.4,943.7,0,0,0,1434
2019/12/1,20時,101756.6,7324,248,6074.2,84726.5,1567.1,932.8,0,0,0,877
2019/12/1,21時,97670.6,7324,250,5397.2,82380.9,1567.1,960.4,0,0,0,-202
2019/12/1,22時,91572.6,7326,246,4800.2,77738.7,1563.1,932.6,0,0,0,-1042
2019/12/1,23時,86962.5,7329,248,4451.2,74518.5,1561.1,949.7,0,0,0,-2089
2019/12/2,0時,81591.4,7327,246,4507.2,71380.7,1557.1,980.4,0,0,0,-4404
2019/12/2,1時,80574.6,7327,245,4537.2,71583,1542.1,1067.3,0,0,0,-5727
2019/12/2,2時,82732.2,7321,244,4719.2,72631.4,1517.1,1019.5,0,0,0,-4715
2019/12/2,3時,85205.3,7325,245,4968.2,73839.8,1516.1,1023.2,0,0,0,-3713
2019/12/2,4時,86670.3,7325,244,5112.2,74538.8,1525.1,1048.2,0,0,0,-3126
2019/12/2,5時,88717.4,7322,234,5128.2,75341.5,1523.1,1111.6,0,0,0,-1939
2019/12/2,6時,95509,7324,212,5351.2,80447.2,1517.1,1174.5,0,1,0,-518
2019/12/2,7時,103805.2,7323,213,5775.2,86093.2,1512.1,1372.9,0,1119.8,0,397
